Business Domain,Domain Segment,Data Segment,Business Activity,Value Domain,Data Domain,Task,Customer ID,Risk Score,Exposure Amount
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,1680,4.94,293438.46
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,5973,53.71,847122.99
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,5324,4.29,179824.23
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,3257,85.71,183395.3
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,5337,85.26,97534.63
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,3015,41.43,366954.2
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,2112,40.64,927908.96
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,2928,63.3,253745.12
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,7082,2.53,723003.19
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,3713,1.99,511154.58
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,2960,0.91,726332.64
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,5930,2.67,864074.62
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,1619,29.74,444864.12
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,3338,35.98,200604.35
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,5496,67.22,613717.44
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,5557,45.5,428241.75
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,9709,31.85,444034.08
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,6025,89.64,231651.08
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,5712,1.29,831530.17
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,2273,58.27,465691.59
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,9413,59.55,993825.15
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,8330,49.25,752257.5
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,8806,14.02,885485.28
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,1861,12.52,899926.6
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,9860,0.94,606203.17
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,6913,79.59,279837.01
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,9931,58.55,507660.93
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,8081,13.49,995247.07
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,7319,20.44,247847.46
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,9430,72.56,768321.93
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,3320,53.43,162210.4
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,6118,9.52,632353.63
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,2612,4.76,181286.02
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,9805,60.81,705445.4
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,1785,90.82,167358.7
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,1600,58.23,698285.97
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,8957,67.74,657512.24
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,4248,61.97,341304.17
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,2322,2.04,831372.06
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,8462,30.31,415041.99
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,3139,27.56,112055.08
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,3452,86.05,821933.77
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,8065,69.07,547436.36
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,2355,43.79,596118.12
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,1367,77.8,348588.23
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,7943,34.98,973487.57
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,2567,15.03,887376.58
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,8140,97.48,331357.49
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,6718,94.93,279450.75
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,4139,59.51,160085.94
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,8732,51.65,10696.98
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,9393,28.06,100505.74
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,7281,20.35,735691.06
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,9627,3.87,379934.01
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,6900,77.25,52763.26
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,5918,76.93,920786.91
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,3770,16.51,86046.78
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,4257,57.07,205324.01
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,7711,50.57,253083.56
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,4559,38.79,482526.06
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,9531,65.63,209346.65
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,4260,85.07,425830.59
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,3533,13.81,734695.89
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,5183,7.76,160927.54
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,6278,89.52,698409.58
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,9885,57.87,98004.37
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,8870,43.0,102981.95
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,1334,87.12,617004.36
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,6993,6.53,124984.15
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,4524,99.64,210938.67
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,2850,74.25,55597.58
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,2697,51.37,850407.84
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,7346,34.99,249885.54
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,4498,46.43,214482.28
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,6926,39.66,899529.55
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,1769,21.66,585719.22
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,3543,43.35,80923.11
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,8074,5.28,726960.07
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,1002,4.42,730407.52
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,9630,61.39,230520.73
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,8041,68.61,68725.31
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,4192,66.78,917877.33
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,6647,26.41,703788.5
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,5151,28.98,918820.76
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,6028,13.08,666234.83
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,2871,61.64,299353.09
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,7504,90.37,776160.93
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,7705,59.98,56666.41
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,9719,1.47,201466.37
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,2108,87.39,77009.38
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,2379,70.53,419011.52
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,9030,60.4,756451.6
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,9239,0.1,242457.04
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,7609,15.67,742773.8
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,7361,58.68,741392.47
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,6713,11.82,511219.42
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,1169,87.76,880342.21
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,5074,86.24,49590.91
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,3297,45.5,537805.77
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,3032,88.67,732057.49
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,7055,98.2,156473.14
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,3576,75.82,126426.8
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,9717,8.9,709537.35
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,7436,74.66,111214.99
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,9037,93.95,654531.52
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,4669,31.11,293821.71
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,9347,24.35,520848.48
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,3913,88.07,153707.82
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,2015,56.88,959585.51
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,5624,50.84,918731.31
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,6599,74.21,870816.66
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,2897,90.73,601762.39
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,6139,56.31,153070.14
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,8881,61.36,239687.24
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,6004,20.07,32972.04
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,8458,65.05,101907.28
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,1789,83.77,790165.69
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,4922,27.64,974591.96
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,3451,98.96,863305.55
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,4984,29.86,527835.76
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,5750,26.24,964735.78
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,2363,58.27,56529.71
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,6424,16.36,130346.94
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,4465,84.21,555023.83
Risk Management,Risk and Compliance Operations,Market Risk Management,Analyze Market Exposure,Monitor,Customer Risk Data,Analyze Market Exposure,6404,8.31,478453.95
