Business Domain,Domain Segment,Data Segment,Business Activity,Value Domain,Data Domain,Task,Transaction ID,Customer ID,Transaction Amount,Transaction Type,Region,Fraud Risk Score,Status,Investigator Name,Transaction Date
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,a3a0fd58-c122-447a-aaa7-98cabbde0a13,1807,41114.06,ATM,APAC,35.54,Reviewed,Victoria Wilson,2025-07-04
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,1fc485d9-b408-4aab-af14-e5a88da9c9b0,7647,36023.89,Wire Transfer,Americas,30.8,Reviewed,Kevin Young,2025-08-07
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,9741707c-39d2-4818-8669-4a9be94ca35a,7038,27304.32,Wire Transfer,EMEA,19.32,Cleared,Matthew White,2025-03-11
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,0fa42934-0598-4bc6-a91c-ee30f84e1925,6600,34815.67,Wire Transfer,Americas,14.91,Reviewed,Christine Mcgee,2025-08-08
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,b3cc0d0c-ba8b-4386-aadf-8648083f6062,4642,28637.19,POS,EMEA,24.02,Flagged,Nicole Hernandez,2025-06-05
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,169b79cd-56c9-4fa0-a75e-3534c46de6c5,7752,16874.86,Wire Transfer,EMEA,9.23,Reviewed,James Taylor,2025-02-03
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,b47228e7-104a-41b5-8ffc-055e9241cd7d,3974,23265.35,Wire Transfer,APAC,47.59,Cleared,Jose Johnson,2025-07-03
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,71fa6e9e-e5e3-4de5-8d2f-771cd13d22ba,9294,45375.34,ATM,APAC,7.47,Confirmed Fraud,Robin Garcia,2025-09-24
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,4a1b89ab-e40c-441b-8af8-b83cfe15dde1,1352,45033.86,ATM,APAC,49.49,Confirmed Fraud,Jacob Ortiz,2025-02-14
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,90776b39-f6fc-42c7-b419-87f95b413f0a,2798,34448.78,POS,Americas,27.82,Cleared,Linda Boyle,2025-04-17
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,4b56ae48-1908-4115-89c3-afb1f241f984,7876,27773.77,ATM,APAC,15.63,Confirmed Fraud,Jason Zamora,2025-04-25
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,01901a9f-2558-4cc1-9b94-e9285e016d66,3625,38230.06,POS,EMEA,57.65,Reviewed,Christine Summers,2025-04-30
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,67844498-7e77-4b9f-b46c-3f2c7b269288,9770,43923.22,POS,EMEA,65.84,Cleared,Mark Thompson,2025-04-07
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,4f8bd3e7-3f6e-4286-92dd-bd01268aeb1d,8865,42632.17,ATM,APAC,73.74,Reviewed,Michael Horn,2025-01-02
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,c7e15d17-674b-442d-b060-e6a8bfd14cb7,6821,37821.83,ATM,APAC,34.64,Confirmed Fraud,Brittany Steele,2025-05-05
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,8ca2fe8b-1bec-413f-b6ae-802e545a866b,9180,13070.51,Wire Transfer,APAC,99.72,Confirmed Fraud,Sandra Long,2025-05-10
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,96e0a8fe-7ab1-4bab-8c44-65057eb5710f,9788,16350.87,Online,EMEA,67.84,Reviewed,Matthew Graham,2025-10-16
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,34a22c75-5ed3-4917-b5ee-adb032c0be4f,7883,8200.78,Wire Transfer,APAC,25.51,Flagged,Danielle Mendoza,2025-04-07
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,ebcecdd2-2b0f-4d82-9825-6defac2765a8,7690,25407.66,ATM,EMEA,99.03,Confirmed Fraud,Cory Patrick,2025-06-13
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,781320f8-e43c-4464-bdee-641669f67823,3118,49476.15,ATM,APAC,39.31,Confirmed Fraud,Lonnie Davenport,2025-04-24
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,c2d2ead8-ce81-47be-884a-98eb1250f2ed,3066,28132.21,ATM,APAC,29.0,Reviewed,Renee Malone,2025-05-15
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,d05189d4-ae4b-4a04-8d13-fbb6492c4275,5858,18420.92,ATM,EMEA,74.18,Reviewed,Kathryn Lewis,2025-06-04
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,e56688ce-e05d-4c41-8fb3-58155f565223,9887,28124.36,Online,APAC,1.33,Cleared,Jessica Buchanan,2025-02-06
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,08a4ee47-8c75-4675-89a2-b11e9e536006,6956,464.28,Online,Americas,9.67,Flagged,Daniel Mitchell,2025-08-13
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,bc511729-46ff-446e-bf34-b5e9d4fa1ebb,1547,20737.65,POS,APAC,45.72,Reviewed,Jillian Fernandez,2025-06-08
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,650e29e8-1207-4862-b164-e36b1905c5be,1180,26237.44,ATM,APAC,11.23,Reviewed,Kevin Williamson,2025-02-10
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,e7104a67-8f33-4672-9bb6-4752d3ac8da7,5119,37344.37,Wire Transfer,EMEA,89.86,Reviewed,Carol Clark,2025-07-29
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,28b7c377-4fa7-463b-92ec-4926dbae5a13,7524,4583.28,Wire Transfer,APAC,40.05,Flagged,Shawn Hughes,2025-04-17
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,102a6cb4-eb56-4af9-9b7b-4003f6782c84,8393,16730.92,Online,EMEA,68.9,Cleared,Mikayla Velazquez,2025-01-13
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,5ec3457d-8414-4266-97c7-c75879ebefa8,9552,20454.34,Wire Transfer,Americas,86.36,Confirmed Fraud,Martha Vasquez,2025-07-19
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,bceab139-6dfb-4a82-9774-431216b7f308,7856,41669.72,POS,Americas,80.32,Confirmed Fraud,Jeremy Fischer,2025-10-01
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,d51663ac-48b5-4207-8288-b10e6a1e8e6c,3758,20391.92,Online,Americas,23.18,Reviewed,Terry Carr,2025-01-24
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,4f5b3cfe-6a1b-41f3-aa0d-4bb7cdc2e2ef,4939,9955.08,Online,APAC,47.68,Cleared,Colleen Young DVM,2025-06-06
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,7d8a2b81-fa81-484c-a236-a5c9d1247146,3074,7347.9,ATM,Americas,32.33,Flagged,Susan Harris,2025-08-29
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,a748e01b-a263-4793-87a1-a07a39842572,6725,2297.3,Wire Transfer,APAC,75.07,Reviewed,Kari Wiggins,2025-04-24
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,b733ea8d-2de0-4b7b-8879-2087ce886f96,7269,24060.94,POS,Americas,81.67,Flagged,Keith Saunders,2025-06-13
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,b5f08f24-2516-4dba-909b-856c9e80e110,2385,11789.86,Online,Americas,78.42,Flagged,Jessica Moran,2025-02-01
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,a479bca8-87ac-4c85-aa5c-2875b6ae43c6,6990,47855.56,ATM,EMEA,58.41,Flagged,Katie Lynch,2025-07-24
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,e4731e4f-65e5-4df2-b1a3-7d1f5678cc87,7526,21040.02,ATM,Americas,32.03,Flagged,Anna Riley,2025-06-24
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,99f632f5-f081-414b-8fad-f808023c00f4,1416,19255.53,ATM,APAC,94.77,Flagged,Benjamin Waters,2025-09-26
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,f58b62d8-f5c2-4a63-97ea-ac20e19e6069,9420,36606.19,POS,APAC,51.65,Confirmed Fraud,Benjamin Williams,2025-04-20
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,74bf6c16-7d3f-4c17-9cba-00439a453229,6135,43058.6,Wire Transfer,APAC,36.36,Flagged,Jennifer Beasley,2025-08-16
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,287d8298-899a-4fe0-9ef5-c286aff68296,1222,240.18,POS,EMEA,86.74,Reviewed,Michael Walsh PhD,2025-01-16
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,edb6db2d-ab84-4915-8a14-95bd73742aa7,9624,2188.05,POS,Americas,34.18,Flagged,Jenny Cannon,2025-01-01
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,8124eecb-fdaf-429d-bc98-eae7fe7cb5c5,6717,11301.58,ATM,Americas,5.76,Reviewed,Michael Carter,2025-09-15
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,f05a3655-c65a-479a-bd57-0e1f9f7c8596,7032,27888.05,Online,Americas,59.62,Flagged,Catherine Massey,2025-05-09
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,ebde8f79-9e2c-42cf-986c-534ba89a90f9,8511,9802.7,POS,EMEA,7.95,Reviewed,Lisa Walker,2025-07-03
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,0be96e3e-48b8-4510-80ff-6db686ccfa71,9249,49874.37,Wire Transfer,Americas,62.09,Flagged,Todd Pham,2025-08-04
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,c5acd884-eca0-4bec-8077-bb83a9004a18,3218,31336.77,ATM,Americas,0.46,Flagged,Tara Franklin,2025-01-25
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,33c1b2e6-8573-4d2e-afb5-3402266600a7,8269,5599.48,Wire Transfer,EMEA,64.59,Reviewed,Susan Hines,2025-09-18
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,897da8df-bc4e-457a-bc7f-e905f8be337e,1964,33021.15,Wire Transfer,APAC,17.34,Reviewed,Robert Vasquez,2025-07-13
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,e69892ab-3011-43c1-bfd6-bf7161d4503b,7197,11739.37,Online,APAC,92.63,Cleared,Tracey Hobbs,2025-01-13
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,13d2b3d4-a6cc-4f0f-9f0b-7f982f7b5352,2928,23687.95,POS,Americas,73.53,Flagged,Alexis Hernandez,2025-05-12
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,f0d84968-10cb-4f4f-919f-1a2d80158017,9759,15247.89,POS,APAC,72.53,Cleared,Douglas Nguyen,2025-07-03
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,bc9d4702-cd6f-4e74-85e4-a4c4d3a86f1b,9895,36740.24,ATM,Americas,76.71,Reviewed,Heather Mills,2025-01-17
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,df62e928-0dfe-470f-a687-d8f5beaa8c8f,4458,36238.86,Online,APAC,71.13,Cleared,Caitlin Jones,2025-04-21
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,aa131463-c898-400b-885d-bf0ceb4d352d,1585,8667.52,ATM,EMEA,60.65,Cleared,Michael Sullivan,2025-08-30
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,fb127466-6761-4434-8a2c-24ee22bf5865,7390,49330.03,POS,APAC,26.05,Cleared,Matthew Rivera,2025-05-15
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,b42ffd6b-fb04-49ae-848c-a7cb3a907939,5359,39291.56,ATM,APAC,67.93,Reviewed,Melinda Williams,2025-10-06
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,cc840233-988b-4ace-acf7-07adcad257a9,4445,13226.57,Online,Americas,14.78,Confirmed Fraud,Kelly Johnson,2025-02-04
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,70a46d2b-27ce-4375-bcb9-0454b8f24d30,9602,46986.13,POS,Americas,28.09,Cleared,Cynthia Owen,2025-05-02
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,13bdbfa5-a86a-4ca2-b2a9-c83f83106955,2030,13316.93,POS,Americas,92.23,Confirmed Fraud,Emily Nichols,2025-08-31
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,3431ec5c-54fb-44bb-85da-ba6ec0fc9caf,6223,35266.91,Wire Transfer,EMEA,15.41,Cleared,Sharon Moore,2025-02-27
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,76ffd4f9-f229-4088-adbe-de224c4af644,4936,3781.62,POS,APAC,79.0,Reviewed,Thomas Humphrey,2025-07-27
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,c6a37337-a784-4ffb-8580-1150bfd1a1cc,6559,39159.2,POS,EMEA,18.03,Confirmed Fraud,Carl Lewis,2025-04-18
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,40ca2388-8fbd-431c-bc90-c45c4317dea7,9330,37034.41,ATM,EMEA,72.69,Cleared,Melanie Bailey,2025-04-05
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,9e4e7f49-c151-4e89-939c-e62600509f45,2379,4825.29,POS,Americas,35.26,Flagged,Candice Hernandez,2025-05-30
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,ddf7c400-921c-4cfd-91cf-2ac07fc779ba,2008,9509.84,ATM,EMEA,37.79,Flagged,Matthew Moody,2025-08-06
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,fa4acfa9-d074-420b-841b-85e265e85753,3042,30913.34,Online,EMEA,57.15,Reviewed,Christine Ramirez,2025-04-27
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,6c33e927-7f59-4b08-917c-175e9374fb3b,5681,46977.26,Online,Americas,61.65,Cleared,Brian Walker,2025-04-15
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,d84a9da4-6c13-4f8a-97fa-af52d96e4c75,6951,49133.3,ATM,EMEA,88.07,Reviewed,Harry Brooks,2025-06-12
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,baf25d6d-1570-49dc-9247-7f47c1fcea7e,6284,6753.02,POS,EMEA,70.95,Reviewed,Linda Barajas,2025-05-10
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,5d58e57c-bf45-4053-8d05-25cb73a8c4ef,1318,4456.06,ATM,Americas,1.38,Cleared,Isabel Moore,2025-06-29
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,82e3edb1-a683-412d-bd92-7c88af3dd6be,8816,21052.93,ATM,APAC,88.49,Confirmed Fraud,Jack Bates,2025-06-04
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,f646f692-49fd-410b-96ae-d7167f479ca0,4573,39691.81,ATM,APAC,42.57,Reviewed,Ryan Ortiz,2025-06-20
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,45929133-8d35-4b9f-a7db-973861b502f1,2770,28611.73,ATM,EMEA,98.09,Cleared,Joseph Hall,2025-10-05
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,032c2290-0a3b-473b-bcf9-a96481a387b6,6919,20456.83,Online,Americas,78.63,Flagged,Louis Shepherd,2025-10-16
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,1f77d610-23e3-4543-88e6-dadad82624fb,9555,17946.23,Online,EMEA,87.99,Reviewed,Erika Curtis,2025-03-07
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,599d766b-c584-44fd-ad3b-5e0298466479,1139,11515.49,ATM,APAC,95.26,Flagged,Crystal White,2025-09-06
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,de590b90-2a53-4e8b-8d89-226bad51fb91,7097,11615.75,ATM,Americas,89.32,Cleared,Mr. Anthony Bishop,2025-04-17
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,39f3baef-2649-485a-8565-fa9afa1a5265,9910,30940.8,Online,APAC,91.2,Reviewed,Regina Rogers,2025-10-13
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,90b2bbf1-4e0a-4b52-b497-e7585836d3cf,6900,7994.63,Wire Transfer,EMEA,36.27,Flagged,Cynthia Clark,2025-06-15
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,877101e3-361c-4566-ac30-092933e3c6c5,5255,20537.42,POS,EMEA,91.67,Flagged,Timothy Smith,2025-03-09
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,e3dac14b-5442-4013-bad0-0bfdcc6664bb,8448,21751.42,ATM,Americas,64.14,Confirmed Fraud,Patricia Thompson,2025-01-29
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,520092e1-8f03-4e21-b418-32e114cb05a7,5243,5911.56,Wire Transfer,APAC,1.94,Reviewed,Tiffany Garcia,2025-05-11
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,060dbf31-867c-4622-b9ab-b65f68cfbf6b,9877,3815.88,Wire Transfer,EMEA,92.17,Confirmed Fraud,Rebecca Gallegos,2025-01-20
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,74670a2f-92ea-4f66-ac24-29bd2aedfc48,5169,2249.89,ATM,EMEA,5.12,Reviewed,Patrick Walls,2025-02-12
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,48bf4fd0-b287-419c-9e23-348785e76117,8688,42104.8,POS,Americas,17.3,Flagged,Robin Jones,2025-03-13
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,ff05696f-c5be-4895-8353-4fb8b8fbbd97,8417,37828.19,POS,EMEA,5.33,Confirmed Fraud,Mitchell Davis,2025-06-27
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,af2e733f-bff3-4615-8b20-8e884842b6cb,2190,23029.91,Online,EMEA,90.35,Reviewed,Sharon Jones,2025-01-17
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,09791073-b84b-471f-81bd-9520e8d6cf82,6404,35444.77,POS,EMEA,32.81,Reviewed,Tina Reyes,2025-04-01
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,4ee8bf70-4c0e-4eb1-966c-021b712a3772,2637,42462.55,Online,Americas,59.42,Reviewed,Brian Johnson,2025-09-19
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,bb3daf2d-eb0b-4b9a-a712-e9d8b123e513,1055,33921.84,POS,Americas,68.55,Confirmed Fraud,Crystal Deleon,2025-04-03
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,2a88a144-356b-48bf-b5f1-4bc5ea39c25b,9576,13665.18,Wire Transfer,EMEA,96.86,Flagged,Carol Bradford,2025-04-01
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,d24752da-ab61-4195-957a-a97f7722e0d7,2009,33266.29,ATM,Americas,4.83,Cleared,Alan Powell,2025-05-18
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,d7380b4c-e371-41cb-9c92-4befdea1331e,7184,43626.2,POS,APAC,51.6,Cleared,Robert Norton,2025-08-31
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,725ac3f8-f37e-4236-b493-8412951696e8,1823,42987.83,ATM,EMEA,3.79,Cleared,Derek Davis,2025-07-09
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,1358050c-2262-4539-9e04-18768ac9194e,9234,5799.65,Online,Americas,87.87,Flagged,Briana Rodriguez,2025-09-10
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,e6fda102-909f-4772-8f41-809144cfd53d,2982,31340.72,Online,EMEA,72.38,Reviewed,Gregory Wyatt,2025-04-22
