Domain,Business_Activity,Sub_Domain,Activity_Description,Value_Type,Data_Domain,Data_Value,Borrower_ID,Borrower_Name,Credit_Score,Loan_Amount,Loan_Type,Risk_Rating
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00282,Borrower_282,832,2384126.02,Education Loan,Medium
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00283,Borrower_283,477,4295467.77,Auto Loan,Very High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00284,Borrower_284,722,4301614.4,Home Loan,Very High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00285,Borrower_285,719,1962225.1,Auto Loan,High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00286,Borrower_286,317,3915912.54,Education Loan,Low
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00287,Borrower_287,596,2851460.62,Personal Loan,High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00288,Borrower_288,441,3757825.41,Education Loan,Very High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00289,Borrower_289,309,3440384.44,Auto Loan,Very High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00290,Borrower_290,627,3570308.07,Auto Loan,Medium
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00291,Borrower_291,418,4913997.86,Personal Loan,Low
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00292,Borrower_292,776,427046.56,Business Loan,Very High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00293,Borrower_293,345,637488.0,Education Loan,Very High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00294,Borrower_294,746,3533782.06,Auto Loan,High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00295,Borrower_295,441,3116531.02,Home Loan,High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00296,Borrower_296,719,659343.99,Home Loan,Low
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00297,Borrower_297,808,1916101.37,Personal Loan,High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00298,Borrower_298,654,1088503.86,Business Loan,Very High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00299,Borrower_299,820,4839515.32,Home Loan,Medium
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00300,Borrower_300,754,2621721.54,Auto Loan,Very High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00301,Borrower_301,332,4080310.35,Business Loan,Medium
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00302,Borrower_302,741,470659.02,Business Loan,Very High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00303,Borrower_303,749,271755.01,Auto Loan,High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00304,Borrower_304,311,4496303.24,Personal Loan,Very High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00305,Borrower_305,383,960903.22,Personal Loan,Very High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00306,Borrower_306,646,3175794.09,Home Loan,High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00307,Borrower_307,568,1407472.35,Business Loan,Very High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00308,Borrower_308,609,912008.65,Business Loan,Low
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00309,Borrower_309,379,2704495.87,Education Loan,Low
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00310,Borrower_310,638,1178958.72,Education Loan,Low
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00311,Borrower_311,476,3102394.77,Home Loan,High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00312,Borrower_312,484,2363006.94,Personal Loan,Medium
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00313,Borrower_313,391,2966319.46,Personal Loan,Medium
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00314,Borrower_314,572,893797.44,Business Loan,Medium
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00315,Borrower_315,302,2728322.15,Auto Loan,High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00316,Borrower_316,763,2197797.89,Business Loan,Medium
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00317,Borrower_317,514,1983778.85,Home Loan,Medium
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00318,Borrower_318,696,4061608.05,Education Loan,Medium
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00319,Borrower_319,668,650181.41,Home Loan,High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00320,Borrower_320,680,893671.31,Home Loan,Medium
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00321,Borrower_321,333,3175226.02,Personal Loan,High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00322,Borrower_322,798,2632775.93,Home Loan,High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00323,Borrower_323,443,1168503.64,Home Loan,Medium
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00324,Borrower_324,807,1350474.7,Business Loan,Low
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00325,Borrower_325,745,3001912.51,Personal Loan,Very High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00326,Borrower_326,501,4878022.12,Auto Loan,High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00327,Borrower_327,712,2711512.25,Education Loan,Low
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00328,Borrower_328,580,4223453.53,Auto Loan,Low
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00329,Borrower_329,574,2568078.06,Auto Loan,High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00330,Borrower_330,348,3240295.1,Business Loan,Medium
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00331,Borrower_331,300,2605852.87,Education Loan,Very High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00332,Borrower_332,419,4263190.67,Home Loan,High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00333,Borrower_333,412,2432968.94,Business Loan,Low
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00334,Borrower_334,690,51979.17,Education Loan,Low
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00335,Borrower_335,817,3380939.21,Personal Loan,Low
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00336,Borrower_336,754,907583.74,Education Loan,Very High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00337,Borrower_337,311,1335835.53,Business Loan,High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00338,Borrower_338,730,1381732.07,Personal Loan,Medium
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00339,Borrower_339,343,2924324.48,Education Loan,Medium
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00340,Borrower_340,811,3231722.32,Education Loan,High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00341,Borrower_341,318,355299.33,Education Loan,Medium
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00342,Borrower_342,473,4198438.61,Personal Loan,Medium
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00343,Borrower_343,792,4984840.14,Business Loan,Very High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00344,Borrower_344,453,4561651.08,Business Loan,High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00345,Borrower_345,651,2515369.01,Home Loan,Very High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00346,Borrower_346,760,2566234.32,Home Loan,Low
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00347,Borrower_347,570,3479293.67,Home Loan,High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00348,Borrower_348,326,135638.95,Personal Loan,Low
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00349,Borrower_349,438,537019.96,Home Loan,Low
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00350,Borrower_350,496,4724030.11,Personal Loan,Medium
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00351,Borrower_351,781,1079190.5,Personal Loan,High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00352,Borrower_352,606,4479949.07,Business Loan,Very High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00353,Borrower_353,570,437926.51,Auto Loan,Very High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00354,Borrower_354,668,94997.41,Education Loan,High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00355,Borrower_355,749,3919581.25,Home Loan,High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00356,Borrower_356,564,2518430.9,Education Loan,Medium
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00357,Borrower_357,698,1449358.96,Home Loan,Very High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00358,Borrower_358,781,2307477.26,Home Loan,Very High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00359,Borrower_359,607,2855237.5,Home Loan,Low
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00360,Borrower_360,459,3829077.32,Business Loan,Low
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00361,Borrower_361,609,3836396.59,Auto Loan,Medium
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00362,Borrower_362,805,2969353.13,Home Loan,Very High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00363,Borrower_363,396,780185.17,Education Loan,Very High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00364,Borrower_364,500,4654248.98,Home Loan,Medium
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00365,Borrower_365,531,447553.99,Auto Loan,High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00366,Borrower_366,427,252125.42,Business Loan,Very High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00367,Borrower_367,572,1837003.95,Personal Loan,Medium
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00368,Borrower_368,798,1581450.25,Personal Loan,Low
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00369,Borrower_369,637,3251806.92,Personal Loan,Medium
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00370,Borrower_370,723,4596498.31,Business Loan,Low
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00371,Borrower_371,737,104763.9,Personal Loan,Low
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00372,Borrower_372,329,763696.12,Auto Loan,Low
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00373,Borrower_373,513,1649081.01,Home Loan,Low
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00374,Borrower_374,751,2766786.3,Personal Loan,Very High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00375,Borrower_375,780,973114.67,Personal Loan,Low
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00376,Borrower_376,345,1466393.57,Education Loan,Very High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00377,Borrower_377,353,940108.7,Business Loan,High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00378,Borrower_378,759,2363373.85,Personal Loan,Very High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00379,Borrower_379,490,3884430.78,Home Loan,Very High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00380,Borrower_380,637,3788367.34,Education Loan,Very High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00381,Borrower_381,320,1975088.33,Business Loan,Very High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00382,Borrower_382,316,3197867.3,Auto Loan,High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00383,Borrower_383,653,2463591.42,Education Loan,Medium
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00384,Borrower_384,654,4363837.62,Business Loan,High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00385,Borrower_385,414,75990.1,Business Loan,Very High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00386,Borrower_386,408,2972585.55,Auto Loan,Low
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00387,Borrower_387,547,1096029.98,Business Loan,High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00388,Borrower_388,614,689964.68,Personal Loan,Low
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00389,Borrower_389,688,826464.76,Auto Loan,Low
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00390,Borrower_390,694,1379980.26,Home Loan,Very High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00391,Borrower_391,635,4033628.73,Auto Loan,Low
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00392,Borrower_392,632,768959.23,Business Loan,Medium
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00393,Borrower_393,391,4980428.23,Home Loan,Very High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00394,Borrower_394,602,2053852.85,Auto Loan,Low
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00395,Borrower_395,451,422882.98,Personal Loan,Medium
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00396,Borrower_396,318,3775169.03,Personal Loan,Low
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00397,Borrower_397,687,3875370.47,Education Loan,High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00398,Borrower_398,545,535761.81,Home Loan,High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00399,Borrower_399,431,240323.55,Business Loan,Low
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00400,Borrower_400,846,4290747.24,Business Loan,High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00401,Borrower_401,747,4228766.1,Home Loan,Low
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00402,Borrower_402,657,1253058.28,Education Loan,Medium
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00403,Borrower_403,649,733672.91,Business Loan,Very High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00404,Borrower_404,621,2447650.85,Personal Loan,Low
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00405,Borrower_405,634,2133594.56,Personal Loan,Very High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00406,Borrower_406,388,1141787.39,Home Loan,Low
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00407,Borrower_407,615,165502.61,Business Loan,Very High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00408,Borrower_408,658,3678224.73,Business Loan,Medium
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00409,Borrower_409,613,512941.01,Education Loan,High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00410,Borrower_410,415,1689280.1,Personal Loan,High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00411,Borrower_411,379,576303.18,Personal Loan,Medium
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00412,Borrower_412,616,1662906.2,Business Loan,Medium
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00413,Borrower_413,744,918310.48,Business Loan,Medium
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00414,Borrower_414,826,3391395.22,Business Loan,High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00415,Borrower_415,319,818248.16,Personal Loan,Low
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00416,Borrower_416,569,1977176.34,Personal Loan,Medium
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00417,Borrower_417,618,1429275.57,Education Loan,Very High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00418,Borrower_418,548,4285750.27,Education Loan,Low
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00419,Borrower_419,405,2050668.13,Home Loan,High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00420,Borrower_420,513,4194804.81,Auto Loan,Medium
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00421,Borrower_421,679,3616106.52,Business Loan,Very High
Risk Management,Risk and Compliance Operations,Credit Risk Management,Assess borrower creditworthiness,Risk Value,Customer Risk Data,Assess borrower creditworthiness,CUST00422,Borrower_422,359,4239686.72,Home Loan,Medium
