Business Domain,Domain Segment,Data Segment,Business Activity,Value Domain,Data Domain,Task,Report ID,Transaction ID,Customer ID,Transaction Amount,Transaction Type,Account Type,Region,AML Risk Score,Report Status,Reported By,Report Date
Financial Crime Risk,Risk and Compliance Operations,Anti Money Laundering Monitoring,Reports Suspicious Activities,Compliance,Compliance Data,Monitor Transactions,d3a96a3e-f3a7-47c9-b2b3-489400045b7c,2feb9128-1158-4c42-80da-149b649a7557,3049,95235.3,ATM,Current,Americas,31.81,Filed,Lawrence Caldwell,2025-06-16
Risk Management,Risk and Compliance Operations,AML Reporting,Reports Suspicious Activities,Compliance,Transaction Data,Monitor Transactions,702ddf84-01e5-4b93-8ac3-b3beb2b1a8e9,56ca3597-9b9a-4ed6-84ea-803d0cd0ad0e,4842,96055.04,Online,Corporate,EMEA,73.96,Pending Review,Jamie Williamson,2025-03-06
Operational Risk,AML Operations,Fraud Detection,Screen Customer Transactions,Security Value,Transaction Data,Monitor Transactions,4167ba0d-4667-4523-892a-5dd974c15fb6,7f7fb5df-0070-4945-b055-ea00d67d38b6,2066,91760.37,POS,Corporate,APAC,22.13,Closed,Janet Ho,2025-09-21
Risk Management,AML Operations,AML Reporting,Screen Customer Transactions,Operational Oversight,Transaction Data,Reports Suspicious Activities,ce590f52-50c3-435a-86ae-c46c3f6c5b99,cc8f568c-35ef-4f8f-9454-4b728239e913,5811,18392.96,Online,Corporate,Americas,23.83,Investigated,Marc Thompson,2025-04-22
Operational Risk,Risk and Compliance Operations,Anti Money Laundering Monitoring,Reports Suspicious Activities,Operational Oversight,Audit Data,Investigate Alerts,17ae3a67-af9a-4eb0-9463-38ba4e5891f5,fe4816af-9e8b-467c-b262-ae63b10b683d,4241,59584.49,Wire Transfer,Current,EMEA,47.3,Closed,Mark Brown,2025-01-28
Risk Management,Fraud Management,Anti Money Laundering Monitoring,Investigate Alerts,Compliance,Transaction Data,Reports Suspicious Activities,34cb409c-7d2d-4fe8-8a20-570c087aece4,0b37373d-a085-4633-9210-a2dbeac901af,7812,806.89,Online,Current,EMEA,20.89,Investigated,Bradley Sexton,2025-09-16
Risk Management,AML Operations,AML Reporting,Reports Suspicious Activities,Security Value,Transaction Data,Monitor Transactions,fbf24f8c-a089-406f-a656-242b2334f193,3abcb332-24cd-4254-a010-0d08b8b50db7,2358,69593.67,POS,Savings,APAC,18.75,Pending Review,Lisa Hancock,2025-04-29
Operational Risk,Fraud Management,Fraud Detection,Screen Customer Transactions,Compliance,Transaction Data,Reports Suspicious Activities,ba185ada-4176-432d-88b7-1529674e3435,a4a190c0-d906-4e53-afcb-61ad98069762,8274,7497.45,ATM,Current,EMEA,4.21,Closed,Hannah Henderson,2025-06-09
Risk Management,Fraud Management,AML Reporting,Investigate Alerts,Security Value,Transaction Data,Investigate Alerts,cf3d3ce1-4fa4-4269-a8d6-735bf16eed27,865847ce-9e3f-4be9-9f43-a409ff975284,8917,76170.63,POS,Corporate,EMEA,34.6,Closed,Joyce Hull,2025-04-06
Operational Risk,Risk and Compliance Operations,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Audit Data,Monitor Transactions,8407bc86-52a8-4b92-bc5e-9a8ffd42843a,2f015c5b-c2e9-4da6-9b1b-6b048bb36ebf,9896,99392.89,ATM,Corporate,Americas,11.38,Investigated,Dawn Morgan,2025-04-21
Risk Management,AML Operations,Anti Money Laundering Monitoring,Reports Suspicious Activities,Compliance,Transaction Data,Monitor Transactions,609ab829-c24a-4745-b336-771cac38a238,8f433e22-713c-41bd-a279-8606e47fefe5,6465,95004.48,Online,Current,APAC,40.61,Pending Review,Timothy Day,2025-02-23
Operational Risk,Fraud Management,AML Reporting,Investigate Alerts,Security Value,Compliance Data,Investigate Alerts,830133e9-5847-409a-b244-297f8c374f2a,b8fd19a5-b56b-4b5b-a7ba-071d25806d02,9537,76558.53,POS,Corporate,Americas,73.55,Filed,Jeffrey Taylor,2025-07-14
Operational Risk,AML Operations,AML Reporting,Screen Customer Transactions,Operational Oversight,Audit Data,Monitor Transactions,af3c1f56-bb00-49e8-a2bc-39f77b5219bc,10eaa34d-eb1a-4499-b2dd-2489b9329f50,4530,47732.75,Online,Current,EMEA,85.58,Pending Review,Tommy Rush,2025-02-28
Operational Risk,AML Operations,Anti Money Laundering Monitoring,Screen Customer Transactions,Operational Oversight,Transaction Data,Reports Suspicious Activities,4cde66e2-c08b-4b3b-bf0d-c39d01c62846,556759bd-acc7-48c2-ab8b-676894d6c1e9,9789,37161.09,POS,Current,APAC,14.57,Investigated,Nicole Bailey,2025-09-15
Risk Management,Fraud Management,Anti Money Laundering Monitoring,Reports Suspicious Activities,Security Value,Compliance Data,Monitor Transactions,2995aa42-83ac-40d0-9ba9-924faf9ead18,f35066d6-1948-4e14-80f0-d45e026db010,4248,42102.55,Online,Corporate,EMEA,92.09,Pending Review,Marisa Carroll,2025-06-08
Operational Risk,AML Operations,AML Reporting,Investigate Alerts,Compliance,Compliance Data,Investigate Alerts,0a624ba6-da18-41bd-996c-95129a06912b,4064e2fe-e320-4d12-90ab-e03d7456fe2c,5534,12507.8,POS,Current,APAC,72.73,Closed,Arthur Day,2025-08-12
Operational Risk,Fraud Management,Fraud Detection,Reports Suspicious Activities,Operational Oversight,Compliance Data,Monitor Transactions,0a49bf0e-f13f-4823-9919-e77d896edadb,af983234-9e0c-47ec-baf1-313a34b03f82,1344,18730.11,Wire Transfer,Savings,APAC,22.08,Closed,Jeremy Nguyen,2025-06-16
Financial Crime Risk,AML Operations,AML Reporting,Investigate Alerts,Security Value,Audit Data,Investigate Alerts,cff516f1-ac90-439d-9cc1-f65331abc88b,c3b8c3ed-a6a2-4578-8cad-a638604e657f,2581,64284.48,POS,Current,APAC,50.45,Pending Review,Mary Brown,2025-01-27
Risk Management,Risk and Compliance Operations,Fraud Detection,Investigate Alerts,Security Value,Compliance Data,Reports Suspicious Activities,4cc8f9e4-5e8a-43dc-9d64-eb7ad993bc41,5d91e371-ee3e-4975-a985-1561cfa230a5,5973,67973.55,POS,Current,Americas,62.03,Filed,Ryan Lester,2025-07-20
Risk Management,Fraud Management,AML Reporting,Screen Customer Transactions,Operational Oversight,Transaction Data,Monitor Transactions,15798742-3077-4b09-ae61-c2f16f2e710a,57b03084-8233-434f-a468-2c22d92c233e,9097,68341.5,Online,Current,EMEA,64.42,Filed,Heather Stokes,2025-08-08
Operational Risk,Risk and Compliance Operations,AML Reporting,Investigate Alerts,Operational Oversight,Transaction Data,Reports Suspicious Activities,6cc387dd-2b92-4131-aac0-9a80ab94037d,eb526782-a8e2-41fc-a20a-e46fe00e39d5,2555,13386.91,Online,Current,EMEA,46.96,Investigated,Robert Gutierrez,2025-03-11
Operational Risk,AML Operations,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Reports Suspicious Activities,5f3914d1-efd1-4046-8fe0-a40ba43b3f3e,09ea0ddf-8d9b-4a2b-9bea-563321652dbc,7527,81709.8,ATM,Savings,EMEA,77.99,Investigated,Christina Gonzales,2025-08-19
Financial Crime Risk,Fraud Management,AML Reporting,Investigate Alerts,Compliance,Compliance Data,Investigate Alerts,088e7065-b947-47b6-90c8-9394071c7592,8f3871cc-ac1e-4582-a52e-8437aa66e9ef,3079,12415.43,POS,Current,Americas,1.03,Pending Review,Brandon Lowe,2025-06-22
Risk Management,Risk and Compliance Operations,Anti Money Laundering Monitoring,Reports Suspicious Activities,Operational Oversight,Compliance Data,Monitor Transactions,3fbdec6b-df0c-4647-bbd5-2c803750a299,85a15246-dc37-4545-b32d-c80d932a02c0,9791,85384.01,Online,Corporate,APAC,67.52,Pending Review,Jonathan Douglas,2025-05-10
Operational Risk,Risk and Compliance Operations,Anti Money Laundering Monitoring,Reports Suspicious Activities,Compliance,Compliance Data,Reports Suspicious Activities,c242c0fc-57ee-41a2-ad39-9f74b40443fe,c222cc02-9e6b-4b1e-aa03-2913365474b9,8220,24044.3,POS,Current,APAC,45.62,Closed,Theresa Ballard,2025-02-18
Financial Crime Risk,Risk and Compliance Operations,Anti Money Laundering Monitoring,Reports Suspicious Activities,Compliance,Compliance Data,Monitor Transactions,99b2d3d4-fd21-4be7-a4b6-695c0b225255,1923962e-ab4b-46eb-9210-abe6c23bdd2a,4143,84218.86,Online,Current,EMEA,31.6,Filed,Rachel Lowe,2025-04-09
Risk Management,AML Operations,Fraud Detection,Screen Customer Transactions,Operational Oversight,Audit Data,Investigate Alerts,22249141-50f2-45c1-a3ca-9d3e9142f461,bfa83c78-1117-4e7b-bb0b-aeabda9c0cce,6278,16911.51,POS,Corporate,APAC,78.0,Closed,Stephanie Moore,2025-01-12
Financial Crime Risk,Risk and Compliance Operations,Anti Money Laundering Monitoring,Investigate Alerts,Security Value,Compliance Data,Investigate Alerts,9a4ef78d-a8b6-4a71-aaa3-fc1d9666b5e3,4639660f-90f6-4453-b3ad-4ab44c7a08e9,2440,56740.21,ATM,Current,APAC,89.78,Pending Review,Maureen Chang,2025-05-21
Operational Risk,Fraud Management,Anti Money Laundering Monitoring,Investigate Alerts,Operational Oversight,Transaction Data,Monitor Transactions,7cebb5ce-ec4f-4672-ae76-2d3070af52f6,1dd27b2c-e4a2-445a-91d8-1fa143284316,6958,6204.49,Online,Corporate,EMEA,98.15,Closed,Jeffrey Armstrong,2025-04-24
Financial Crime Risk,Risk and Compliance Operations,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Transaction Data,Investigate Alerts,ad1fd14e-6678-4d57-b56f-5cdd36350277,f51f520b-9826-49f1-89e2-d95551d16dff,2502,59998.54,Online,Current,EMEA,44.39,Pending Review,Holly Nguyen,2025-05-28
Risk Management,AML Operations,Fraud Detection,Screen Customer Transactions,Security Value,Audit Data,Reports Suspicious Activities,1344c3b0-eba5-4a49-b00d-8dcbfa4f613b,1fcec9d8-ac0b-4280-a823-06b9c923aa66,7015,39819.11,Online,Current,APAC,1.36,Filed,Miranda Stewart,2025-09-30
Financial Crime Risk,Risk and Compliance Operations,AML Reporting,Screen Customer Transactions,Security Value,Audit Data,Reports Suspicious Activities,6437964b-59ed-4f1d-9ccf-faf174d88fd7,bffb2bba-6ee7-4e5a-92e7-40873e812d7c,4328,74097.71,Wire Transfer,Savings,Americas,6.05,Filed,Mrs. Susan Davis,2025-04-17
Risk Management,Fraud Management,AML Reporting,Reports Suspicious Activities,Compliance,Transaction Data,Investigate Alerts,99761e5d-74aa-416e-9bf3-199cc28dc06e,c97bc673-7bb6-41f0-8d91-882430f3f135,3202,31397.84,POS,Savings,Americas,18.46,Filed,Jennifer Winters,2025-07-02
Operational Risk,Fraud Management,AML Reporting,Investigate Alerts,Security Value,Audit Data,Monitor Transactions,76cedca1-8a5d-453c-8b64-b19368de1bc6,36c0d2cf-24dd-47d7-b039-575bf90d25b4,2532,94437.13,Online,Corporate,EMEA,69.69,Filed,Bethany Phelps,2025-05-01
Operational Risk,AML Operations,Anti Money Laundering Monitoring,Reports Suspicious Activities,Security Value,Audit Data,Investigate Alerts,0bf9c560-c3c8-4cf0-817c-fa4ea4a6cf14,fc53aa60-33d8-4f8c-a3d2-cd4899f24682,5372,57999.38,POS,Savings,Americas,10.26,Closed,David Baldwin,2025-07-09
Risk Management,Risk and Compliance Operations,AML Reporting,Reports Suspicious Activities,Operational Oversight,Compliance Data,Reports Suspicious Activities,fc2863ac-511b-48c5-9b7e-c1002822dd5d,9a559bc1-a1f4-463a-96fe-61d490b2a0da,9152,81114.53,ATM,Corporate,EMEA,48.65,Investigated,Jamie Murray,2025-01-31
Risk Management,Fraud Management,Fraud Detection,Reports Suspicious Activities,Compliance,Audit Data,Investigate Alerts,fcff5c8a-ad2c-4606-b0e4-5c4afff421f8,eb52d3a3-df71-4209-b8a2-995c81202aa0,6681,57500.08,Online,Savings,APAC,63.21,Closed,Tonya Tran,2025-08-01
Operational Risk,Risk and Compliance Operations,Anti Money Laundering Monitoring,Screen Customer Transactions,Operational Oversight,Compliance Data,Monitor Transactions,5105c60d-2d1a-4d9d-aa6b-f83a7547fd3a,1cbed98f-3e59-4d00-9b74-69565d47d3f4,3781,9934.22,POS,Savings,Americas,38.33,Filed,Tom Contreras,2025-01-24
Financial Crime Risk,AML Operations,Anti Money Laundering Monitoring,Reports Suspicious Activities,Operational Oversight,Transaction Data,Investigate Alerts,052b4de9-8a0e-45a8-b3f0-92942d0cf894,90010a00-5555-40d5-a036-989c7a837a10,2522,7457.38,POS,Savings,APAC,86.03,Pending Review,Mr. Mark Chan,2025-07-09
Operational Risk,Fraud Management,Fraud Detection,Investigate Alerts,Compliance,Transaction Data,Monitor Transactions,5eab3e9c-d5ab-4713-8018-5a923dee6390,13b6e163-1581-4a3b-a3f6-33c809924f54,3289,49582.79,POS,Current,APAC,28.69,Investigated,Zoe Olsen,2025-06-26
Risk Management,AML Operations,Anti Money Laundering Monitoring,Reports Suspicious Activities,Security Value,Audit Data,Monitor Transactions,01caaae0-a5ed-4cb1-98eb-e292b03db12e,211601e5-4428-4946-b16d-f6259d56c6e4,1598,82354.72,Online,Savings,EMEA,51.8,Investigated,Adam Dominguez,2025-04-28
Operational Risk,Risk and Compliance Operations,Anti Money Laundering Monitoring,Screen Customer Transactions,Security Value,Transaction Data,Reports Suspicious Activities,f8f221ec-027b-4f59-a9d9-1e2e5a388cda,aff2a8ec-2007-4a1a-a8a0-86e6f07440c6,4746,79294.13,Wire Transfer,Current,EMEA,82.24,Closed,Justin Green,2025-05-07
Operational Risk,Risk and Compliance Operations,Anti Money Laundering Monitoring,Investigate Alerts,Compliance,Audit Data,Monitor Transactions,53db41e6-1acc-482d-8cbb-fa42aa5dece1,b2e6f7b8-ac58-4c03-9772-a74019df606c,2796,86090.43,Wire Transfer,Current,Americas,91.4,Closed,Mr. Benjamin Ellis,2025-09-24
Risk Management,Fraud Management,Anti Money Laundering Monitoring,Screen Customer Transactions,Security Value,Audit Data,Reports Suspicious Activities,f0c6418f-1a39-4106-bc41-261d8e31de62,f3b4445e-c25f-4b08-814c-785e6cc8b43c,9843,40983.36,POS,Current,APAC,85.57,Filed,Lisa Hensley,2025-07-27
Risk Management,Risk and Compliance Operations,Anti Money Laundering Monitoring,Investigate Alerts,Compliance,Transaction Data,Monitor Transactions,620cb314-fb16-485b-8d7b-55a3d9663353,f8a1aaf5-8ceb-475f-a779-985eff4b2259,7610,71701.69,POS,Current,Americas,73.96,Filed,Angel Browning,2025-03-23
Risk Management,AML Operations,Anti Money Laundering Monitoring,Reports Suspicious Activities,Compliance,Transaction Data,Monitor Transactions,d26e400e-65a4-4345-8a9b-8ad02add9001,ba1a7a7d-9a5a-48d3-8443-bec7b9c0a575,6084,65341.72,Wire Transfer,Corporate,APAC,34.07,Pending Review,Luke Webster,2025-03-26
Risk Management,Risk and Compliance Operations,AML Reporting,Investigate Alerts,Operational Oversight,Transaction Data,Monitor Transactions,fad452c1-d8c2-43b4-be79-3e856de8f130,7795365b-1274-46d6-b1a9-e4a2f5b9b7b4,4654,81884.54,Online,Savings,EMEA,0.48,Closed,Angela Campos,2025-08-23
Operational Risk,AML Operations,Fraud Detection,Screen Customer Transactions,Security Value,Audit Data,Reports Suspicious Activities,0474e8cf-5b13-4d97-80de-fcd89d5c09a2,9ed81c36-91c7-4cca-a8f7-ae06d12bf707,3658,8108.18,Online,Corporate,Americas,42.71,Pending Review,Christopher Freeman,2025-06-11
Financial Crime Risk,Fraud Management,AML Reporting,Investigate Alerts,Security Value,Transaction Data,Monitor Transactions,3abc4fdf-6a83-476c-b540-3a6c3eea7c29,fb5a1390-68db-42e6-9e84-f296269fe0ae,3789,10071.1,Wire Transfer,Current,APAC,61.68,Closed,Anne Newman,2025-04-10
Risk Management,Risk and Compliance Operations,Fraud Detection,Investigate Alerts,Compliance,Transaction Data,Monitor Transactions,58a82420-45d2-4153-a504-bf3f9e2d4e42,8abeca78-cf66-4c5e-b814-aebda54de9a3,5221,81604.64,Wire Transfer,Corporate,Americas,29.11,Pending Review,Dr. Janet Padilla,2025-04-19
Financial Crime Risk,AML Operations,AML Reporting,Reports Suspicious Activities,Security Value,Compliance Data,Monitor Transactions,f3759a66-77b9-482b-aa12-23c0731f0af2,e3ff55aa-e48c-4bab-bf6b-f66108f79775,5151,99410.18,POS,Corporate,EMEA,71.66,Pending Review,Alison Thomas,2025-08-24
Risk Management,Fraud Management,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Audit Data,Monitor Transactions,266fda01-1d6c-4bbb-8b29-d6c77b369ab1,56ed479f-d281-43e5-b5a6-410d04f901c2,2338,84620.82,ATM,Current,APAC,62.96,Pending Review,Kari Douglas,2025-09-23
Risk Management,AML Operations,AML Reporting,Investigate Alerts,Operational Oversight,Transaction Data,Monitor Transactions,521af386-229a-4834-bb4f-4307170b9765,849e13cd-ff76-4c53-9cdd-da7a6397e21e,7011,59368.4,POS,Corporate,Americas,10.48,Filed,Kayla Rodriguez,2025-02-17
Financial Crime Risk,Fraud Management,Fraud Detection,Reports Suspicious Activities,Security Value,Audit Data,Monitor Transactions,bc972199-9c7a-445c-b45e-fb45553083cf,62aa0eea-1230-4793-b059-757c8a0402c7,3186,98448.14,Online,Current,EMEA,39.36,Investigated,Heather Lee,2025-07-21
Risk Management,Risk and Compliance Operations,Fraud Detection,Investigate Alerts,Security Value,Audit Data,Investigate Alerts,0bf5d14e-7cb1-4891-ae8f-479431e164d0,01604363-ee57-48e8-bd6a-056a46e269cc,2298,33621.47,POS,Current,Americas,19.21,Filed,Pamela Young,2025-04-19
Financial Crime Risk,Risk and Compliance Operations,Anti Money Laundering Monitoring,Investigate Alerts,Compliance,Compliance Data,Monitor Transactions,143db28f-de95-40dc-9d8a-95e09d3608d5,351313b2-5010-4f39-8f90-5fe33d1b14e8,4276,37076.91,Wire Transfer,Savings,EMEA,25.29,Closed,Tammy Boone,2025-09-13
Financial Crime Risk,AML Operations,Anti Money Laundering Monitoring,Investigate Alerts,Operational Oversight,Compliance Data,Reports Suspicious Activities,88fb8f32-3870-4ce0-adb8-9502cf9e6620,f652d051-831d-4532-aadd-65e9b96d4385,5638,81016.07,POS,Savings,APAC,72.69,Investigated,Tammy Anderson,2025-08-15
Financial Crime Risk,Risk and Compliance Operations,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Transaction Data,Monitor Transactions,7226eb75-3479-46e7-b548-accaa4e05930,8f26126e-8852-46a5-93da-2061bcb40cd8,9348,99309.88,Wire Transfer,Current,Americas,97.9,Filed,Regina Anderson,2025-08-23
Risk Management,Risk and Compliance Operations,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Transaction Data,Investigate Alerts,be8b5d91-2c2a-45a7-aeee-c4cbabcb4936,7ede7ee9-4a56-467b-abbf-9143d3463687,9779,87532.25,Online,Current,Americas,51.95,Investigated,Andrew Johnson,2025-02-10
Operational Risk,Risk and Compliance Operations,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Reports Suspicious Activities,20bd54e0-43c2-457d-adba-ec32227ee137,03b95185-10fd-4684-a1d4-a8a5afbb7b90,8207,91679.76,ATM,Corporate,EMEA,18.24,Investigated,Tyler Ware,2025-04-23
Risk Management,Risk and Compliance Operations,AML Reporting,Screen Customer Transactions,Compliance,Transaction Data,Reports Suspicious Activities,1f6b785f-ab11-4614-b63a-e7dcea1d860b,f4574db4-94e2-427b-b528-04d31c683063,9848,79279.68,Online,Corporate,EMEA,43.11,Closed,Kimberly Mcpherson,2025-04-05
Operational Risk,Fraud Management,Fraud Detection,Screen Customer Transactions,Compliance,Audit Data,Monitor Transactions,c8083d0c-c143-4b50-868a-4e6d79624ce9,446269f1-4ae2-445d-a15e-bb0b538e1714,8285,95303.22,POS,Corporate,EMEA,45.82,Filed,Steven Cline,2025-08-31
Financial Crime Risk,AML Operations,Anti Money Laundering Monitoring,Investigate Alerts,Security Value,Compliance Data,Investigate Alerts,ca2f3cd4-9ead-4418-82f2-97f8548231d0,a3320a74-f6e7-449a-9ae9-3e1f54881397,7803,17245.32,POS,Corporate,APAC,98.86,Closed,Brenda Sanchez,2025-07-27
Risk Management,AML Operations,Anti Money Laundering Monitoring,Reports Suspicious Activities,Operational Oversight,Compliance Data,Monitor Transactions,8746bfcd-b9ef-41ac-adae-4a21aa52df9a,4d59f883-6289-413b-9457-75eb6ae2ed6b,9835,52542.34,Wire Transfer,Current,EMEA,60.01,Investigated,Lisa Aguirre,2025-04-26
Operational Risk,AML Operations,Anti Money Laundering Monitoring,Screen Customer Transactions,Operational Oversight,Transaction Data,Reports Suspicious Activities,99fefeba-d85a-4b80-aba7-553bcd11725f,71bd23e6-c2f1-4f9b-9564-eb24713d2d5a,5768,56605.86,ATM,Corporate,EMEA,81.99,Investigated,Eric Thompson,2025-02-17
Operational Risk,Risk and Compliance Operations,Anti Money Laundering Monitoring,Screen Customer Transactions,Operational Oversight,Audit Data,Investigate Alerts,ae2fd57a-d8c6-4999-86d2-58e8e72051dd,127e3e85-8571-48ce-bef3-413037a7313a,6874,28598.24,ATM,Savings,APAC,74.22,Pending Review,Stephanie Noble,2025-04-21
Financial Crime Risk,AML Operations,Fraud Detection,Screen Customer Transactions,Compliance,Audit Data,Monitor Transactions,68447390-7929-4665-9ae2-788f753a0629,0062a29e-c6bf-4125-909a-9b916f601c50,8243,70067.97,Wire Transfer,Current,EMEA,99.87,Investigated,Daniel Smith,2025-06-03
Operational Risk,AML Operations,Fraud Detection,Screen Customer Transactions,Compliance,Transaction Data,Reports Suspicious Activities,2bf38bfe-9bd8-4ddf-8014-636ffa0b9cdc,abe18b20-9b9e-4383-85f7-cf11df173640,1968,40407.95,Wire Transfer,Savings,APAC,27.24,Filed,Terry Gray,2025-04-17
Operational Risk,AML Operations,Anti Money Laundering Monitoring,Investigate Alerts,Operational Oversight,Compliance Data,Reports Suspicious Activities,ca899b67-5bd7-4a2b-ae84-95ce1ecfecf6,1aa5b05b-1af8-4de7-8de0-9f95f842a026,7827,60403.58,ATM,Current,EMEA,39.47,Filed,Robert Kane,2025-01-14
Operational Risk,AML Operations,Fraud Detection,Screen Customer Transactions,Security Value,Compliance Data,Investigate Alerts,e76f8786-c100-4212-8ff6-9107406bcc17,7b73d4df-5f90-4fb4-b918-76b86d36fb99,9068,76099.49,POS,Current,EMEA,6.61,Investigated,Alexander Gilmore,2025-02-18
Operational Risk,Fraud Management,Anti Money Laundering Monitoring,Reports Suspicious Activities,Operational Oversight,Transaction Data,Investigate Alerts,6b03c1d6-e0f1-423a-b3fe-23e54360e665,46991fe3-fbf6-4043-9ac4-8760336d7309,8306,77117.73,Wire Transfer,Savings,APAC,27.49,Investigated,Julie Duncan,2025-02-28
Risk Management,AML Operations,Fraud Detection,Investigate Alerts,Security Value,Transaction Data,Monitor Transactions,0362cf0b-a37c-4579-9ff8-9002a6bc891a,96a11b36-2493-4477-8012-cd87c81e3e89,9040,64943.38,Wire Transfer,Corporate,APAC,25.85,Investigated,Alexandria Castaneda,2025-04-08
Operational Risk,Fraud Management,AML Reporting,Investigate Alerts,Compliance,Audit Data,Investigate Alerts,b6ab6abd-609b-4581-b6bb-c1e02584e682,e1f5b1bd-5909-4f5a-9d3d-be034311bc59,2080,23782.87,ATM,Corporate,EMEA,22.45,Investigated,Kyle Davis,2025-05-08
Operational Risk,Risk and Compliance Operations,AML Reporting,Reports Suspicious Activities,Compliance,Audit Data,Investigate Alerts,629d9185-f9af-48b0-8a6d-2e4b2848091a,30fa3a51-5168-4030-b6fd-01171c3eb433,8687,21663.5,Online,Current,EMEA,53.68,Pending Review,Heather Warner,2025-05-24
Operational Risk,Risk and Compliance Operations,AML Reporting,Screen Customer Transactions,Security Value,Audit Data,Investigate Alerts,ee89a6ea-973d-4c2a-b0fd-67b500da80ce,a2520cf4-7184-4ee2-acb2-dadebfc6dfee,2909,94077.96,Online,Corporate,Americas,81.9,Filed,Adam Green,2025-07-28
Financial Crime Risk,AML Operations,Anti Money Laundering Monitoring,Investigate Alerts,Compliance,Compliance Data,Monitor Transactions,2b876c75-8bed-4e2a-9f0a-da3f8652df6c,2e4fc3e5-f933-43e9-a0ef-a05b32060f66,3026,75258.75,POS,Current,APAC,57.89,Pending Review,Tara Ho,2025-08-02
Financial Crime Risk,Fraud Management,AML Reporting,Screen Customer Transactions,Operational Oversight,Audit Data,Monitor Transactions,9ee628f7-21e0-475a-b7d9-77dc55ed920a,e7375bd2-bbba-4849-ab4a-5fabc0994ffb,7238,86947.97,Wire Transfer,Corporate,Americas,83.25,Investigated,Laura Boyer,2025-03-01
Financial Crime Risk,AML Operations,Anti Money Laundering Monitoring,Screen Customer Transactions,Operational Oversight,Audit Data,Investigate Alerts,5b2162d9-1152-44c4-8366-df1e7dba8551,b12e3803-4898-4381-a842-b99371c96828,2874,35719.3,Online,Savings,APAC,12.81,Filed,Shannon Jones,2025-09-12
Risk Management,Risk and Compliance Operations,Fraud Detection,Investigate Alerts,Operational Oversight,Transaction Data,Investigate Alerts,3dbf4599-6c38-4409-b18f-618783c0989a,c0994189-0cf5-4f10-9095-7e70c7aeefee,9261,97341.56,POS,Savings,EMEA,96.28,Filed,Stacey Smith,2025-07-30
Operational Risk,Risk and Compliance Operations,Anti Money Laundering Monitoring,Reports Suspicious Activities,Operational Oversight,Audit Data,Reports Suspicious Activities,00fe34a1-dbd3-42fe-868b-6c91acaaa667,21789786-fb06-4441-9f4c-1ebffe9f1166,4128,11743.71,ATM,Corporate,EMEA,0.52,Closed,Lisa White,2025-03-18
Risk Management,Risk and Compliance Operations,Fraud Detection,Investigate Alerts,Security Value,Audit Data,Investigate Alerts,47644b05-67f9-434c-af39-d889d00f2ae7,fee685d6-a402-444d-b029-a2e8baddffac,9427,51946.83,Online,Current,Americas,15.86,Pending Review,Joshua Wheeler,2025-07-08
Risk Management,AML Operations,Fraud Detection,Reports Suspicious Activities,Operational Oversight,Compliance Data,Investigate Alerts,89fc1109-a0dc-408c-971a-f90db18f3af3,7656c482-5372-49db-9c09-81b108b5ec6f,5575,30913.53,ATM,Savings,Americas,33.03,Investigated,Rebekah Holt,2025-04-07
Risk Management,Risk and Compliance Operations,Fraud Detection,Investigate Alerts,Operational Oversight,Transaction Data,Reports Suspicious Activities,129f784b-53f4-4ad5-b76a-d4bc2f73c752,a73e1396-f84c-499a-834e-934967c59ada,4350,86665.37,Online,Savings,APAC,37.51,Investigated,Jodi Jones,2025-06-30
Financial Crime Risk,Fraud Management,Fraud Detection,Reports Suspicious Activities,Compliance,Transaction Data,Monitor Transactions,220c1150-3575-46cd-b4a3-d245a5a2ea13,4a3cc2c7-7790-4a2d-a55f-26132e1fad0d,4831,18670.39,Online,Corporate,APAC,10.93,Filed,Krista Collier,2025-06-25
Financial Crime Risk,Risk and Compliance Operations,AML Reporting,Investigate Alerts,Security Value,Compliance Data,Monitor Transactions,fa8ff6d3-248a-427b-ab12-cefe3fdeb8d6,a1600a6b-a9b5-44c6-9723-d04f53dc8d3e,6348,4588.78,Wire Transfer,Current,Americas,13.74,Closed,Alexa Coleman DDS,2025-06-24
Risk Management,AML Operations,AML Reporting,Screen Customer Transactions,Operational Oversight,Audit Data,Investigate Alerts,21b181af-ae5c-4cb4-8b3d-98d6d1ab7222,aef41e29-a98c-4c31-bf08-b7c9076ba636,4996,75976.57,Wire Transfer,Current,EMEA,42.4,Investigated,Jeffrey Clark,2025-07-12
Operational Risk,AML Operations,AML Reporting,Screen Customer Transactions,Compliance,Compliance Data,Reports Suspicious Activities,77010a9a-d3e9-4c43-8869-fba9875ea512,0b68915d-0ef2-411a-afbf-c12afdc2814d,5433,46361.31,Online,Corporate,Americas,68.68,Filed,Thomas Atkins,2025-05-15
