Employee_ID,Employee_Name,Department,Job_Role,Exit_Date,Notice_Period_Days,Exit_Reason,Exit_Interview_Date,Exit_Interview_Outcome,Asset_Return_Status,Knowledge_Transfer_Status,Final_Settlement_Status,Feedback_Notes,Data_Segment,Value_Domain,Data_Domain,Data_Value
EMP0293,Employee_293,Operations,Consultant,2025-06-17,90,Resignation,2025-06-15,Positive,Not Applicable,In Progress,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0294,Employee_294,HR,Consultant,2025-10-12,30,Retirement,2025-10-11,Neutral,Not Applicable,Not Applicable,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0295,Employee_295,Marketing,Executive,2025-04-30,90,Resignation,2025-04-24,Neutral,Completed,In Progress,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0296,Employee_296,Operations,Assistant,2025-05-31,45,Termination,2025-05-27,Positive,Not Applicable,In Progress,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0297,Employee_297,HR,Executive,2025-06-01,90,Resignation,2025-05-27,Negative,Completed,In Progress,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0298,Employee_298,Operations,Executive,2025-08-27,45,End of Contract,2025-08-23,Neutral,Pending,Completed,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0299,Employee_299,Finance,Assistant,2025-03-14,45,Termination,2025-03-10,Negative,Completed,In Progress,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0300,Employee_300,HR,Manager,2025-08-06,90,Termination,2025-08-03,Positive,Completed,Not Applicable,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0301,Employee_301,Operations,Executive,2024-12-19,90,End of Contract,2024-12-18,Neutral,Completed,In Progress,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0302,Employee_302,Operations,Assistant,2025-03-25,60,Retirement,2025-03-22,Negative,Pending,Completed,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0303,Employee_303,Finance,Manager,2025-05-31,30,Resignation,2025-05-31,Neutral,Not Applicable,In Progress,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0304,Employee_304,Finance,Assistant,2025-08-11,90,Resignation,2025-08-05,Neutral,Pending,In Progress,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0305,Employee_305,IT,Consultant,2024-12-20,30,End of Contract,2024-12-18,Neutral,Not Applicable,Not Applicable,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0306,Employee_306,Marketing,Executive,2025-04-20,30,Termination,2025-04-16,Negative,Completed,Completed,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0307,Employee_307,Marketing,Manager,2024-11-02,30,Termination,2024-10-29,Negative,Pending,Not Applicable,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0308,Employee_308,Operations,Consultant,2025-05-30,30,End of Contract,2025-05-29,Negative,Not Applicable,Completed,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0309,Employee_309,Finance,Consultant,2024-11-12,30,End of Contract,2024-11-12,Negative,Not Applicable,Completed,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0310,Employee_310,Finance,Assistant,2025-05-31,90,Termination,2025-05-29,Positive,Completed,Not Applicable,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0311,Employee_311,Sales,Consultant,2025-09-12,30,End of Contract,2025-09-05,Neutral,Pending,Completed,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0312,Employee_312,Finance,Engineer,2025-10-14,30,Termination,2025-10-12,Negative,Not Applicable,Completed,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0313,Employee_313,Marketing,Executive,2024-12-11,30,End of Contract,2024-12-08,Neutral,Pending,Completed,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0314,Employee_314,Finance,Executive,2025-08-26,45,Resignation,2025-08-26,Negative,Not Applicable,Completed,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0315,Employee_315,HR,Assistant,2025-06-29,45,Mutual Separation,2025-06-29,Positive,Completed,In Progress,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0316,Employee_316,Finance,Assistant,2025-08-06,90,Retirement,2025-08-04,Negative,Pending,In Progress,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0317,Employee_317,Operations,Engineer,2025-03-21,45,Termination,2025-03-16,Neutral,Completed,In Progress,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0318,Employee_318,Operations,Analyst,2024-10-28,45,Resignation,2024-10-21,Neutral,Not Applicable,Not Applicable,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0319,Employee_319,Sales,Manager,2024-11-12,90,Termination,2024-11-08,Positive,Pending,Completed,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0320,Employee_320,Sales,Executive,2025-05-20,45,Termination,2025-05-15,Positive,Completed,Completed,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0321,Employee_321,HR,Executive,2025-06-25,90,Retirement,2025-06-25,Neutral,Pending,Completed,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0322,Employee_322,Finance,Engineer,2025-01-23,90,Mutual Separation,2025-01-19,Neutral,Pending,Not Applicable,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0323,Employee_323,IT,Consultant,2025-04-12,30,Mutual Separation,2025-04-10,Negative,Completed,In Progress,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0324,Employee_324,Marketing,Assistant,2025-07-07,90,End of Contract,2025-07-01,Neutral,Pending,Completed,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0325,Employee_325,Sales,Executive,2024-12-16,30,End of Contract,2024-12-14,Neutral,Not Applicable,Not Applicable,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0326,Employee_326,Sales,Assistant,2025-02-17,60,End of Contract,2025-02-15,Negative,Completed,Not Applicable,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0327,Employee_327,HR,Executive,2025-07-12,45,Resignation,2025-07-08,Positive,Pending,In Progress,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0328,Employee_328,Operations,Engineer,2025-02-04,30,Retirement,2025-01-29,Neutral,Completed,In Progress,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0329,Employee_329,HR,Engineer,2025-05-06,90,Termination,2025-05-03,Positive,Pending,In Progress,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0330,Employee_330,Finance,Analyst,2025-07-14,60,Termination,2025-07-07,Negative,Not Applicable,In Progress,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0331,Employee_331,HR,Assistant,2024-11-09,60,Termination,2024-11-09,Neutral,Pending,Completed,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0332,Employee_332,HR,Engineer,2025-03-23,90,End of Contract,2025-03-17,Neutral,Not Applicable,In Progress,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0333,Employee_333,Sales,Assistant,2025-06-03,90,Retirement,2025-05-31,Neutral,Pending,Completed,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0334,Employee_334,Operations,Executive,2025-04-20,45,Mutual Separation,2025-04-19,Negative,Completed,Not Applicable,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0335,Employee_335,Sales,Analyst,2025-01-12,60,Mutual Separation,2025-01-09,Neutral,Completed,Not Applicable,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0336,Employee_336,Marketing,Manager,2025-06-08,60,End of Contract,2025-06-02,Neutral,Not Applicable,In Progress,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0337,Employee_337,Marketing,Manager,2025-05-20,45,Mutual Separation,2025-05-14,Positive,Not Applicable,In Progress,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0338,Employee_338,HR,Engineer,2025-10-07,30,Retirement,2025-10-05,Positive,Pending,Completed,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0339,Employee_339,HR,Engineer,2025-03-10,30,Mutual Separation,2025-03-09,Positive,Pending,Not Applicable,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0340,Employee_340,Finance,Engineer,2025-02-15,60,Retirement,2025-02-15,Negative,Pending,Completed,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0341,Employee_341,IT,Engineer,2024-12-18,60,Termination,2024-12-13,Neutral,Completed,Completed,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0342,Employee_342,Finance,Analyst,2025-03-21,90,Resignation,2025-03-18,Positive,Pending,In Progress,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0343,Employee_343,Finance,Engineer,2025-01-05,30,End of Contract,2024-12-29,Positive,Completed,In Progress,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0344,Employee_344,HR,Consultant,2025-03-26,90,Retirement,2025-03-19,Positive,Pending,Completed,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0345,Employee_345,Finance,Analyst,2025-10-16,90,Mutual Separation,2025-10-11,Neutral,Completed,Completed,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0346,Employee_346,Sales,Assistant,2025-08-11,90,Resignation,2025-08-11,Positive,Pending,Completed,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0347,Employee_347,Finance,Manager,2025-04-25,30,Mutual Separation,2025-04-18,Neutral,Completed,In Progress,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0348,Employee_348,Finance,Engineer,2025-01-24,90,Resignation,2025-01-22,Negative,Completed,Not Applicable,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0349,Employee_349,Marketing,Engineer,2025-04-10,45,Retirement,2025-04-10,Negative,Not Applicable,In Progress,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0350,Employee_350,HR,Executive,2024-11-04,30,Retirement,2024-11-04,Neutral,Pending,Completed,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0351,Employee_351,IT,Engineer,2024-11-25,60,Resignation,2024-11-24,Neutral,Pending,In Progress,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0352,Employee_352,Operations,Assistant,2024-12-13,60,Resignation,2024-12-11,Positive,Pending,Not Applicable,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0353,Employee_353,Sales,Engineer,2025-02-11,45,End of Contract,2025-02-06,Positive,Not Applicable,Completed,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0354,Employee_354,IT,Consultant,2025-01-30,30,Termination,2025-01-24,Negative,Pending,Completed,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0355,Employee_355,IT,Manager,2025-04-15,30,Retirement,2025-04-09,Positive,Not Applicable,Not Applicable,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0356,Employee_356,Marketing,Manager,2024-11-10,45,Mutual Separation,2024-11-08,Neutral,Pending,In Progress,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0357,Employee_357,Operations,Consultant,2025-01-13,30,Retirement,2025-01-12,Neutral,Not Applicable,Completed,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0358,Employee_358,Operations,Assistant,2025-04-08,90,End of Contract,2025-04-05,Negative,Not Applicable,Completed,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0359,Employee_359,Operations,Manager,2025-02-28,30,Termination,2025-02-23,Negative,Not Applicable,Not Applicable,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0360,Employee_360,HR,Manager,2024-12-14,45,Mutual Separation,2024-12-14,Neutral,Not Applicable,In Progress,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0361,Employee_361,Finance,Analyst,2025-04-06,60,End of Contract,2025-04-01,Positive,Completed,Not Applicable,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0362,Employee_362,Marketing,Executive,2025-03-25,45,Resignation,2025-03-19,Negative,Completed,Not Applicable,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0363,Employee_363,Operations,Analyst,2024-12-07,45,Resignation,2024-12-04,Neutral,Not Applicable,In Progress,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0364,Employee_364,Marketing,Assistant,2024-12-28,30,Resignation,2024-12-26,Positive,Completed,Not Applicable,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0365,Employee_365,IT,Engineer,2025-06-14,30,Termination,2025-06-13,Positive,Pending,In Progress,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0366,Employee_366,Finance,Executive,2025-01-18,45,Resignation,2025-01-13,Positive,Not Applicable,Completed,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0367,Employee_367,Operations,Consultant,2025-10-10,30,Termination,2025-10-07,Positive,Completed,Not Applicable,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0368,Employee_368,Finance,Manager,2024-12-31,30,Termination,2024-12-28,Positive,Pending,Completed,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0369,Employee_369,Finance,Executive,2025-07-06,45,Resignation,2025-07-03,Negative,Pending,Completed,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0370,Employee_370,Marketing,Manager,2024-11-04,60,Termination,2024-11-04,Neutral,Not Applicable,Completed,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0371,Employee_371,Marketing,Engineer,2025-02-13,90,Termination,2025-02-08,Neutral,Not Applicable,Completed,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0372,Employee_372,Operations,Engineer,2025-08-25,45,Resignation,2025-08-24,Neutral,Completed,Completed,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0373,Employee_373,Finance,Executive,2025-01-27,60,End of Contract,2025-01-22,Positive,Pending,Completed,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0374,Employee_374,HR,Consultant,2025-05-17,90,Retirement,2025-05-10,Neutral,Completed,In Progress,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0375,Employee_375,Finance,Assistant,2025-09-07,90,Termination,2025-09-06,Positive,Completed,In Progress,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0376,Employee_376,HR,Engineer,2025-09-25,60,Retirement,2025-09-21,Positive,Not Applicable,Completed,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0377,Employee_377,HR,Assistant,2025-05-04,60,End of Contract,2025-05-02,Negative,Completed,Not Applicable,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0378,Employee_378,HR,Analyst,2025-02-21,60,Retirement,2025-02-21,Neutral,Completed,Not Applicable,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0379,Employee_379,IT,Analyst,2025-08-31,90,Resignation,2025-08-28,Negative,Pending,Completed,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0380,Employee_380,HR,Analyst,2025-04-12,60,Mutual Separation,2025-04-11,Neutral,Not Applicable,In Progress,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0381,Employee_381,IT,Engineer,2025-05-18,30,Termination,2025-05-17,Negative,Not Applicable,In Progress,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0382,Employee_382,HR,Manager,2025-05-03,60,Termination,2025-05-03,Neutral,Pending,Not Applicable,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0383,Employee_383,Finance,Consultant,2025-04-07,60,Mutual Separation,2025-03-31,Neutral,Pending,Not Applicable,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0384,Employee_384,Marketing,Manager,2025-02-01,45,End of Contract,2025-01-28,Negative,Not Applicable,Not Applicable,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0385,Employee_385,IT,Analyst,2025-09-23,90,End of Contract,2025-09-17,Negative,Not Applicable,Completed,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0386,Employee_386,HR,Manager,2025-10-14,30,Retirement,2025-10-13,Neutral,Completed,In Progress,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0387,Employee_387,HR,Engineer,2024-12-01,30,End of Contract,2024-11-25,Neutral,Completed,In Progress,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0388,Employee_388,Finance,Analyst,2024-11-24,60,Mutual Separation,2024-11-23,Negative,Completed,Completed,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0389,Employee_389,IT,Engineer,2025-05-19,45,Mutual Separation,2025-05-12,Negative,Not Applicable,In Progress,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0390,Employee_390,Marketing,Manager,2025-01-12,45,Mutual Separation,2025-01-10,Negative,Completed,Not Applicable,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0391,Employee_391,IT,Engineer,2024-10-18,60,Resignation,2024-10-11,Positive,Pending,In Progress,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0392,Employee_392,Sales,Executive,2025-10-07,60,Termination,2025-10-02,Neutral,Pending,Completed,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0393,Employee_393,Operations,Analyst,2025-01-07,45,End of Contract,2025-01-06,Positive,Not Applicable,In Progress,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0394,Employee_394,Finance,Assistant,2025-01-12,90,Mutual Separation,2025-01-06,Neutral,Not Applicable,Completed,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0395,Employee_395,Sales,Consultant,2025-03-19,90,Termination,2025-03-14,Positive,Not Applicable,Completed,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0396,Employee_396,Sales,Executive,2025-01-22,30,Resignation,2025-01-17,Positive,Not Applicable,Completed,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0397,Employee_397,Finance,Analyst,2025-03-14,30,Termination,2025-03-10,Neutral,Not Applicable,Completed,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0398,Employee_398,Sales,Engineer,2025-06-26,90,Termination,2025-06-20,Negative,Completed,Not Applicable,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0399,Employee_399,Finance,Manager,2025-03-23,60,Resignation,2025-03-22,Positive,Not Applicable,In Progress,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0400,Employee_400,Operations,Consultant,2025-03-24,60,Retirement,2025-03-17,Negative,Not Applicable,Not Applicable,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0401,Employee_401,Marketing,Assistant,2025-09-02,45,Retirement,2025-08-31,Negative,Pending,Not Applicable,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0402,Employee_402,Finance,Manager,2025-04-16,60,Termination,2025-04-11,Negative,Pending,In Progress,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0403,Employee_403,Finance,Executive,2024-11-02,60,Resignation,2024-11-02,Positive,Pending,Not Applicable,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0404,Employee_404,Marketing,Manager,2024-12-29,45,Retirement,2024-12-29,Negative,Not Applicable,In Progress,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0405,Employee_405,Finance,Engineer,2025-07-15,90,Resignation,2025-07-11,Negative,Not Applicable,In Progress,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0406,Employee_406,IT,Analyst,2025-01-29,30,End of Contract,2025-01-22,Neutral,Pending,In Progress,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0407,Employee_407,IT,Manager,2025-08-31,60,Mutual Separation,2025-08-27,Positive,Not Applicable,Not Applicable,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0408,Employee_408,Finance,Manager,2024-10-17,90,Termination,2024-10-14,Positive,Pending,Not Applicable,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0409,Employee_409,Sales,Consultant,2024-11-13,30,Retirement,2024-11-13,Neutral,Not Applicable,In Progress,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0410,Employee_410,Marketing,Analyst,2025-01-13,90,Retirement,2025-01-08,Negative,Pending,Not Applicable,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0411,Employee_411,Sales,Analyst,2024-11-02,60,Mutual Separation,2024-10-31,Negative,Pending,Not Applicable,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0412,Employee_412,IT,Executive,2025-07-21,45,End of Contract,2025-07-15,Negative,Not Applicable,Not Applicable,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0413,Employee_413,Finance,Engineer,2025-02-17,90,Mutual Separation,2025-02-11,Negative,Completed,Not Applicable,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0414,Employee_414,Marketing,Manager,2025-02-26,60,End of Contract,2025-02-23,Negative,Not Applicable,In Progress,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0415,Employee_415,Sales,Engineer,2025-08-09,60,Termination,2025-08-06,Positive,Not Applicable,Not Applicable,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0416,Employee_416,Operations,Analyst,2024-11-07,30,Resignation,2024-11-06,Positive,Pending,In Progress,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0417,Employee_417,Sales,Manager,2025-09-29,60,Mutual Separation,2025-09-29,Positive,Completed,Not Applicable,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0418,Employee_418,HR,Consultant,2025-02-23,60,Termination,2025-02-17,Neutral,Completed,In Progress,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0419,Employee_419,Operations,Consultant,2025-08-30,45,Retirement,2025-08-24,Positive,Not Applicable,In Progress,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0420,Employee_420,Finance,Executive,2025-07-26,30,End of Contract,2025-07-24,Negative,Completed,Completed,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0421,Employee_421,Sales,Engineer,2025-03-06,60,Mutual Separation,2025-03-02,Negative,Not Applicable,Completed,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0422,Employee_422,Marketing,Assistant,2025-10-09,90,End of Contract,2025-10-09,Neutral,Pending,Not Applicable,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0423,Employee_423,Operations,Engineer,2025-09-11,90,Retirement,2025-09-09,Positive,Completed,Completed,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0424,Employee_424,Operations,Engineer,2025-09-17,30,Retirement,2025-09-15,Neutral,Pending,In Progress,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0425,Employee_425,Sales,Manager,2025-04-16,30,End of Contract,2025-04-13,Positive,Pending,Completed,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0426,Employee_426,Sales,Manager,2025-07-03,90,Termination,2025-07-01,Positive,Not Applicable,Completed,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0427,Employee_427,IT,Consultant,2025-02-27,30,End of Contract,2025-02-22,Neutral,Completed,Not Applicable,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0428,Employee_428,Marketing,Manager,2025-09-10,60,End of Contract,2025-09-09,Positive,Completed,Not Applicable,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0429,Employee_429,IT,Consultant,2025-09-28,30,Termination,2025-09-25,Positive,Completed,Completed,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0430,Employee_430,IT,Consultant,2025-10-08,45,Resignation,2025-10-06,Neutral,Pending,Completed,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0431,Employee_431,HR,Executive,2025-07-07,60,End of Contract,2025-07-04,Neutral,Not Applicable,Not Applicable,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0432,Employee_432,HR,Analyst,2025-03-01,60,Termination,2025-02-27,Negative,Pending,In Progress,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0433,Employee_433,HR,Consultant,2025-05-17,90,Termination,2025-05-17,Negative,Not Applicable,In Progress,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0434,Employee_434,Operations,Manager,2025-01-24,90,Resignation,2025-01-21,Negative,Not Applicable,In Progress,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0435,Employee_435,HR,Engineer,2025-03-13,45,Mutual Separation,2025-03-07,Neutral,Not Applicable,In Progress,Pending,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0436,Employee_436,Marketing,Analyst,2025-01-22,60,End of Contract,2025-01-15,Neutral,Pending,In Progress,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0437,Employee_437,Finance,Manager,2025-03-12,45,Resignation,2025-03-11,Positive,Pending,In Progress,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0438,Employee_438,Sales,Assistant,2024-11-05,30,Termination,2024-11-02,Positive,Completed,Completed,Processed,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
EMP0439,Employee_439,IT,Analyst,2025-09-01,45,Resignation,2025-08-26,Neutral,Pending,Completed,On Hold,,Workforce,Offboarding & Exit Process,Exit Management,Employee Exit Management
