recommendation_id,trader_id,recommendation_date,instrument_type,instrument_symbol,recommendation_action,target_price_usd,current_price_usd,expected_return_percent,confidence_score,time_horizon_days,rationale_summary,market_sentiment,sector,region,value_domain,data_segment,data_domain
REC100261,TRDR4371,2025-08-14,Futures,FUT625,Hold,1472.94,1145.28,28.61,55,307,Cell almost foot company me live since member everybody garden think wall building.,Neutral,Finance,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
REC100262,TRDR6057,2024-11-01,ETF,ETF212,Hold,91.41,72.62,25.88,56,154,Sure moment down carry conference whom material state investment push focus.,Bearish,Telecom,Middle East,Enterprise,Trade Transaction,Trade Data
REC100263,TRDR3951,2025-08-11,Bond,BON390,Sell,558.97,533.32,4.81,57,312,Case course leader red our quality candidate power charge character again site father require account value put fact remain site tend.,Bullish,Consumer Goods,Europe,Enterprise,Trade Transaction,Trade Data
REC100264,TRDR5106,2025-03-27,Stock,STO746,Sell,306.63,240.06,27.73,50,169,Tell concern husband total seem you more such tax herself well least sing may.,Neutral,Consumer Goods,Middle East,Enterprise,Trade Transaction,Trade Data
REC100265,TRDR8037,2025-08-15,Options,OPT107,Buy,2168.14,1981.12,9.44,81,269,Political contain say always as hold whole rather.,Neutral,Energy,South America,Enterprise,Trade Transaction,Trade Data
REC100266,TRDR6885,2024-11-07,Stock,STO788,Hold,301.54,347.0,-13.1,74,124,Management police lawyer second remain lawyer fight own seem eight so dog most.,Bullish,Healthcare,Europe,Enterprise,Trade Transaction,Trade Data
REC100267,TRDR3970,2025-07-18,Derivative,DER931,Sell,364.21,427.38,-14.78,89,183,Put mind door point PM management people.,Bullish,Healthcare,Europe,Enterprise,Trade Transaction,Trade Data
REC100268,TRDR5598,2024-11-07,Options,OPT936,Watch,1492.84,1594.06,-6.35,72,320,Establish than stage according nearly small day rock travel safe enough either imagine herself.,Bullish,Healthcare,South America,Enterprise,Trade Transaction,Trade Data
REC100269,TRDR7790,2025-01-05,Bond,BON974,Watch,311.91,287.29,8.57,79,231,Conference theory green put possible though head improve military.,Neutral,Energy,South America,Enterprise,Trade Transaction,Trade Data
REC100270,TRDR4558,2025-04-11,FX,FX520,Watch,824.08,678.37,21.48,90,319,Available with kind federal force compare medical election course.,Bullish,Finance,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
REC100271,TRDR3140,2025-06-27,Stock,STO790,Buy,1408.78,1160.73,21.37,96,283,Low around job key name born see suffer too leader ask by position worker sell practice water popular each.,Bullish,Energy,Middle East,Enterprise,Trade Transaction,Trade Data
REC100272,TRDR6745,2025-01-29,Futures,FUT272,Buy,753.26,625.68,20.39,61,216,Car ability billion just change position give security enter letter not none scientist.,Bullish,Energy,Middle East,Enterprise,Trade Transaction,Trade Data
REC100273,TRDR7782,2024-10-25,Commodity,COM465,Watch,1111.01,913.81,21.58,61,38,Left type able three provide threat way single nearly protect his close success once media whom material sing great.,Bullish,Healthcare,North America,Enterprise,Trade Transaction,Trade Data
REC100274,TRDR2135,2025-02-06,Derivative,DER733,Sell,774.22,793.18,-2.39,74,103,Community song them reason short blood team defense other.,Bullish,Consumer Goods,Europe,Enterprise,Trade Transaction,Trade Data
REC100275,TRDR3966,2024-10-19,Commodity,COM468,Sell,309.13,239.45,29.1,73,319,Require family international rest country player just not form audience water high front pull.,Bearish,Technology,North America,Enterprise,Trade Transaction,Trade Data
REC100276,TRDR5248,2025-08-11,Futures,FUT338,Hold,19.22,17.51,9.78,62,334,Alone bit front fine under.,Bullish,Telecom,Middle East,Enterprise,Trade Transaction,Trade Data
REC100277,TRDR2408,2025-08-27,Futures,FUT563,Buy,798.82,576.18,38.64,62,21,Series clearly also learn century south.,Bullish,Healthcare,Middle East,Enterprise,Trade Transaction,Trade Data
REC100278,TRDR3378,2025-03-27,Bond,BON630,Sell,755.33,688.54,9.7,59,348,Score also policy arm stock boy which support cup level dream reason around.,Bullish,Energy,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
REC100279,TRDR5610,2025-03-28,ETF,ETF334,Watch,1439.4,1132.94,27.05,88,75,Issue majority discussion respond resource sell hair study rather according end dinner law.,Bearish,Consumer Goods,South America,Enterprise,Trade Transaction,Trade Data
REC100280,TRDR1234,2025-09-22,Futures,FUT562,Watch,1581.48,1546.53,2.26,89,235,Bank day medical campaign research during blood national education very glass.,Bullish,Industrials,North America,Enterprise,Trade Transaction,Trade Data
REC100281,TRDR8925,2025-05-09,Commodity,COM197,Buy,1218.6,890.4,36.86,80,106,Remember white give tell later.,Bearish,Consumer Goods,Europe,Enterprise,Trade Transaction,Trade Data
REC100282,TRDR9146,2025-06-16,Futures,FUT733,Watch,449.03,514.77,-12.77,69,15,Around national month position light occur including fight system these third experience when save stage memory moment.,Bearish,Healthcare,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
REC100283,TRDR2342,2025-05-18,Options,OPT707,Sell,2330.82,1805.02,29.13,84,211,However part support national ask figure avoid sister.,Bullish,Technology,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
REC100284,TRDR9319,2024-12-13,Options,OPT437,Buy,273.62,218.56,25.19,99,203,Evening contain from glass fire drive easy democratic safe wonder with.,Bearish,Telecom,North America,Enterprise,Trade Transaction,Trade Data
REC100285,TRDR9065,2025-08-14,Futures,FUT513,Watch,991.78,882.6,12.37,78,124,Someone bar research store every people stuff herself present small assume stay song power serve game popular.,Neutral,Consumer Goods,Europe,Enterprise,Trade Transaction,Trade Data
REC100286,TRDR4634,2025-02-13,ETF,ETF976,Buy,489.17,451.51,8.34,97,38,Argue her near majority television clearly total lay nor she.,Bullish,Industrials,North America,Enterprise,Trade Transaction,Trade Data
REC100287,TRDR9641,2025-03-16,Commodity,COM866,Watch,1677.65,1637.85,2.43,79,258,During after small business space against allow rest accept inside baby.,Bearish,Technology,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
REC100288,TRDR1745,2025-03-12,ETF,ETF899,Hold,495.51,536.91,-7.71,52,90,Couple base contain although black rock happen usually remain.,Neutral,Industrials,South America,Enterprise,Trade Transaction,Trade Data
REC100289,TRDR3583,2025-06-08,Options,OPT718,Sell,472.07,366.8,28.7,85,237,Teach along wish thousand several human wonder friend every.,Bearish,Finance,South America,Enterprise,Trade Transaction,Trade Data
REC100290,TRDR2589,2025-02-11,Options,OPT142,Watch,1575.6,1242.59,26.8,70,23,Work night base new situation size because even most gas interview trial score ball color window society.,Bearish,Telecom,North America,Enterprise,Trade Transaction,Trade Data
REC100291,TRDR5065,2025-08-06,Bond,BON814,Hold,2040.02,1685.55,21.03,63,308,Capital generation audience bring party about number million herself customer situation fish build eye yeah important attorney in century.,Bearish,Telecom,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
REC100292,TRDR1040,2025-06-17,Options,OPT557,Hold,1070.49,1245.62,-14.06,89,64,Summer very without mouth star bring discussion child cut minute science research meet push.,Bearish,Energy,Middle East,Enterprise,Trade Transaction,Trade Data
REC100293,TRDR5717,2025-09-06,ETF,ETF504,Buy,1338.04,1055.32,26.79,66,335,Any finish place human camera paper visit win thank last edge board.,Bullish,Telecom,North America,Enterprise,Trade Transaction,Trade Data
REC100294,TRDR4751,2025-05-17,Derivative,DER936,Hold,1255.72,1378.1,-8.88,81,172,Article executive record side war although travel call your moment behavior center red director newspaper.,Bullish,Industrials,South America,Enterprise,Trade Transaction,Trade Data
REC100295,TRDR4893,2024-12-03,Bond,BON219,Sell,1438.67,1110.17,29.59,62,84,At choose serious true someone fish travel human way record air suffer turn drug chance part keep simply financial.,Neutral,Technology,Europe,Enterprise,Trade Transaction,Trade Data
REC100296,TRDR7509,2025-03-21,Bond,BON479,Watch,627.38,500.34,25.39,86,254,American wrong even central development thus produce grow say democratic man imagine.,Bullish,Energy,South America,Enterprise,Trade Transaction,Trade Data
REC100297,TRDR4185,2024-12-21,Stock,STO329,Watch,1456.07,1183.41,23.04,51,328,Single forget want about morning find develop yard heavy less bill happen up dinner international between better coach for.,Neutral,Telecom,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
REC100298,TRDR7482,2025-09-21,ETF,ETF397,Watch,1347.03,1018.01,32.32,53,216,Talk list speech simply consider.,Bullish,Technology,Europe,Enterprise,Trade Transaction,Trade Data
REC100299,TRDR5564,2025-03-25,Commodity,COM382,Hold,2329.5,1701.48,36.91,56,150,Want myself attorney he degree suffer card successful certainly.,Neutral,Finance,Europe,Enterprise,Trade Transaction,Trade Data
REC100300,TRDR4972,2025-04-10,Stock,STO730,Buy,560.1,534.4,4.81,77,263,Site development stay film act college front attorney magazine physical those reveal.,Neutral,Healthcare,North America,Enterprise,Trade Transaction,Trade Data
REC100301,TRDR9680,2024-12-09,ETF,ETF651,Buy,1304.15,1416.01,-7.9,82,251,Think per force effect.,Bearish,Industrials,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
REC100302,TRDR3214,2025-06-08,FX,FX604,Sell,1115.89,1078.15,3.5,92,121,Allow begin order party everything top try might network story treatment new blue year education agency.,Neutral,Industrials,South America,Enterprise,Trade Transaction,Trade Data
REC100303,TRDR8289,2024-11-16,Options,OPT482,Sell,1671.32,1291.79,29.38,53,204,Than policy voice society nor full serve determine center amount create pull day he.,Bearish,Telecom,Europe,Enterprise,Trade Transaction,Trade Data
REC100304,TRDR7037,2025-01-22,Bond,BON658,Sell,2162.58,1727.16,25.21,57,145,Special official treat outside hold who record set key shake care left end growth prevent add.,Bullish,Energy,North America,Enterprise,Trade Transaction,Trade Data
REC100305,TRDR8678,2025-03-22,FX,FX322,Buy,2117.57,1598.77,32.45,80,359,If coach program for stock always physical all candidate.,Bullish,Technology,South America,Enterprise,Trade Transaction,Trade Data
REC100306,TRDR8614,2025-07-22,Options,OPT925,Buy,940.07,863.4,8.88,85,122,Old force whose because ahead particularly tough environmental.,Bullish,Technology,North America,Enterprise,Trade Transaction,Trade Data
REC100307,TRDR9588,2024-12-17,Commodity,COM557,Buy,1387.56,1035.8,33.96,51,264,Dog ever actually what yet small single politics.,Bullish,Finance,South America,Enterprise,Trade Transaction,Trade Data
REC100308,TRDR7268,2025-04-20,Stock,STO506,Buy,1072.6,1134.91,-5.49,67,11,Hot total performance why will the Mr throughout wind anything four stay discuss impact pull type why director brother.,Bullish,Consumer Goods,South America,Enterprise,Trade Transaction,Trade Data
REC100309,TRDR4517,2025-09-22,Futures,FUT662,Sell,242.21,225.4,7.46,61,247,Eye something impact doctor good occur hand scientist certain one look experience girl.,Bearish,Healthcare,Middle East,Enterprise,Trade Transaction,Trade Data
REC100310,TRDR2225,2025-10-10,Stock,STO615,Hold,1230.9,965.79,27.45,73,31,Officer memory benefit movement leader woman employee little federal real little.,Bearish,Healthcare,South America,Enterprise,Trade Transaction,Trade Data
REC100311,TRDR6779,2025-05-10,ETF,ETF782,Watch,1513.89,1124.4,34.64,75,49,Land purpose cover everyone house happen method lose its task manage history bit seat specific own after everybody.,Bearish,Consumer Goods,North America,Enterprise,Trade Transaction,Trade Data
REC100312,TRDR6654,2025-03-10,ETF,ETF765,Buy,2310.63,1823.99,26.68,96,106,Raise information safe everything future house new way take system identify onto bank mother crime.,Bullish,Technology,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
REC100313,TRDR5150,2025-05-11,ETF,ETF408,Watch,412.07,321.0,28.37,95,291,Serious north of maybe contain might build program vote surface.,Bearish,Industrials,Europe,Enterprise,Trade Transaction,Trade Data
REC100314,TRDR3855,2024-11-21,FX,FX200,Buy,594.46,472.17,25.9,50,312,Example same better usually least price herself tax may however fill road.,Bullish,Healthcare,South America,Enterprise,Trade Transaction,Trade Data
REC100315,TRDR6394,2025-03-16,Options,OPT656,Watch,1561.45,1633.14,-4.39,100,178,Continue really play vote one court young standard leg.,Neutral,Consumer Goods,North America,Enterprise,Trade Transaction,Trade Data
REC100316,TRDR2382,2025-09-15,FX,FX888,Buy,941.1,768.12,22.52,74,334,Return main pick effect item kind action whom back special.,Neutral,Energy,Middle East,Enterprise,Trade Transaction,Trade Data
REC100317,TRDR4638,2024-12-24,Stock,STO103,Watch,813.23,624.65,30.19,60,315,Best reveal operation particular rate size practice short allow foreign heavy make.,Neutral,Finance,Europe,Enterprise,Trade Transaction,Trade Data
REC100318,TRDR4568,2025-07-12,Futures,FUT403,Sell,287.76,310.59,-7.35,76,33,Finish must specific because price and beyond explain before chance magazine.,Bullish,Healthcare,Europe,Enterprise,Trade Transaction,Trade Data
REC100319,TRDR5664,2024-12-21,Futures,FUT596,Hold,1485.97,1153.61,28.81,71,76,Although still produce such impact bank concern notice leave can prepare leave lot middle capital gun.,Neutral,Telecom,South America,Enterprise,Trade Transaction,Trade Data
REC100320,TRDR7826,2025-09-12,FX,FX768,Buy,933.18,807.18,15.61,50,125,Movement Mr environmental term name music cost per.,Neutral,Technology,Middle East,Enterprise,Trade Transaction,Trade Data
REC100321,TRDR9197,2025-06-09,Commodity,COM306,Buy,851.59,634.14,34.29,70,357,Require site nothing occur poor last weight door project cup use medical situation well thousand.,Neutral,Consumer Goods,South America,Enterprise,Trade Transaction,Trade Data
REC100322,TRDR3333,2025-07-15,ETF,ETF922,Sell,390.66,457.07,-14.53,87,303,Him front environment similar response exist walk everything operation.,Neutral,Finance,North America,Enterprise,Trade Transaction,Trade Data
REC100323,TRDR5747,2025-05-06,FX,FX965,Watch,1213.53,1025.98,18.28,61,331,Order term rather old majority certainly community bring agreement six adult people.,Bearish,Healthcare,South America,Enterprise,Trade Transaction,Trade Data
REC100324,TRDR7103,2025-09-05,Bond,BON482,Hold,191.13,211.38,-9.58,86,198,Stage road long across start measure paper city small under meet gas bar guy break.,Bearish,Finance,South America,Enterprise,Trade Transaction,Trade Data
REC100325,TRDR6060,2024-11-15,Derivative,DER959,Buy,1303.18,1240.77,5.03,75,190,Tough share exactly suffer whom example make culture instead whether card.,Neutral,Energy,North America,Enterprise,Trade Transaction,Trade Data
REC100326,TRDR1909,2025-08-07,ETF,ETF330,Watch,1604.27,1524.25,5.25,97,228,Too little position may social morning shake later that defense.,Bearish,Telecom,North America,Enterprise,Trade Transaction,Trade Data
REC100327,TRDR9242,2025-07-06,Bond,BON215,Sell,338.61,281.75,20.18,79,237,Produce few follow ability production hard return including think pressure.,Bearish,Finance,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
REC100328,TRDR6068,2025-01-26,Derivative,DER890,Watch,1129.06,824.43,36.95,50,174,Low affect sense actually six everybody relate relationship thing fast just move.,Neutral,Energy,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
REC100329,TRDR7810,2025-07-13,Commodity,COM638,Sell,1502.5,1530.2,-1.81,77,167,Land provide history player travel analysis summer laugh maybe soldier stop.,Bearish,Consumer Goods,Europe,Enterprise,Trade Transaction,Trade Data
REC100330,TRDR9640,2025-02-25,FX,FX757,Buy,1188.07,879.79,35.04,57,167,Matter expert house card happen girl her sport kitchen.,Neutral,Telecom,Europe,Enterprise,Trade Transaction,Trade Data
REC100331,TRDR3173,2025-01-30,FX,FX238,Sell,1080.57,975.16,10.81,69,197,Positive official class last animal appear leave allow.,Bearish,Consumer Goods,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
REC100332,TRDR5491,2025-09-19,FX,FX728,Sell,1843.45,1547.95,19.09,67,139,Street material after by state network action turn key dog respond.,Bearish,Technology,North America,Enterprise,Trade Transaction,Trade Data
REC100333,TRDR7725,2025-03-01,Options,OPT376,Hold,2353.46,1967.61,19.61,97,31,Today several certain spring modern who worry according level daughter part family not magazine measure take effort president radio probably.,Bearish,Energy,North America,Enterprise,Trade Transaction,Trade Data
REC100334,TRDR7432,2025-08-28,ETF,ETF670,Buy,228.7,191.72,19.29,77,139,Republican mother ask by suffer require at.,Bearish,Finance,North America,Enterprise,Trade Transaction,Trade Data
REC100335,TRDR3939,2025-09-01,FX,FX936,Hold,1972.29,1421.78,38.72,78,252,Street difficult himself finish chance dinner owner commercial magazine spend best.,Neutral,Finance,Europe,Enterprise,Trade Transaction,Trade Data
REC100336,TRDR5833,2025-07-05,FX,FX634,Hold,2053.74,1589.21,29.23,64,296,Forget drop do process ground.,Neutral,Consumer Goods,Middle East,Enterprise,Trade Transaction,Trade Data
REC100337,TRDR5110,2025-07-23,FX,FX943,Hold,1173.77,1312.35,-10.56,99,187,Send nation stand one federal risk process public water.,Neutral,Healthcare,Middle East,Enterprise,Trade Transaction,Trade Data
REC100338,TRDR2598,2024-11-19,Stock,STO567,Buy,1745.9,1516.46,15.13,82,165,Religious onto and standard although century since per with occur bag.,Bearish,Industrials,Middle East,Enterprise,Trade Transaction,Trade Data
REC100339,TRDR7131,2025-07-07,Futures,FUT446,Hold,2255.12,1615.53,39.59,88,235,Thing responsibility hair middle arm within foreign whom letter speech ability thus site someone.,Neutral,Telecom,Middle East,Enterprise,Trade Transaction,Trade Data
REC100340,TRDR1802,2025-09-19,Derivative,DER112,Buy,1215.42,929.79,30.72,66,186,View then ability page data ask place attack image customer.,Neutral,Energy,South America,Enterprise,Trade Transaction,Trade Data
REC100341,TRDR8136,2024-10-24,ETF,ETF854,Hold,810.05,820.55,-1.28,75,341,Candidate own sense early kind hair low business tonight well history final him group require too something interview trip think article.,Bearish,Telecom,North America,Enterprise,Trade Transaction,Trade Data
REC100342,TRDR1103,2025-08-04,ETF,ETF593,Buy,2526.33,1958.55,28.99,55,305,Whom truth detail modern shoulder radio arm speak theory scene mention would civil personal always surface fast.,Bullish,Telecom,North America,Enterprise,Trade Transaction,Trade Data
REC100343,TRDR5894,2025-05-31,Futures,FUT589,Sell,1937.96,1993.58,-2.79,59,323,With different control everybody close live level project.,Bearish,Healthcare,South America,Enterprise,Trade Transaction,Trade Data
REC100344,TRDR4277,2025-06-01,FX,FX761,Watch,2440.11,1874.7,30.16,55,274,Bill over perform source piece bag peace prepare few sense.,Bearish,Consumer Goods,Europe,Enterprise,Trade Transaction,Trade Data
REC100345,TRDR7262,2024-12-06,Commodity,COM516,Buy,113.28,99.63,13.7,59,32,Occur clear bit less prepare prevent mention business.,Bullish,Telecom,South America,Enterprise,Trade Transaction,Trade Data
REC100346,TRDR1542,2025-09-19,Commodity,COM726,Sell,2132.1,1732.15,23.09,77,136,Story no add resource despite foot leg happen use never candidate choose claim soon worker.,Neutral,Telecom,North America,Enterprise,Trade Transaction,Trade Data
REC100347,TRDR7306,2025-04-24,ETF,ETF382,Watch,397.5,422.56,-5.93,92,91,Head of option else car act.,Bearish,Technology,Middle East,Enterprise,Trade Transaction,Trade Data
REC100348,TRDR4187,2025-04-22,Options,OPT555,Sell,1661.53,1718.77,-3.33,59,314,Close picture might play environment television poor rest.,Bearish,Energy,North America,Enterprise,Trade Transaction,Trade Data
REC100349,TRDR1730,2024-12-25,Futures,FUT415,Sell,308.49,223.19,38.22,50,35,Official finally federal matter else class receive hospital lay among box effort my.,Bearish,Technology,Middle East,Enterprise,Trade Transaction,Trade Data
REC100350,TRDR1853,2025-09-07,Derivative,DER147,Buy,1800.82,1721.63,4.6,55,136,Already no leader rise oil former successful responsibility music improve seem leader night gas boy discuss.,Neutral,Finance,Europe,Enterprise,Trade Transaction,Trade Data
REC100351,TRDR3110,2025-09-24,FX,FX294,Watch,1307.62,1319.89,-0.93,55,310,Example tax let trade page name official again hundred sense safe assume soldier example serious good western serious reduce table.,Neutral,Industrials,Europe,Enterprise,Trade Transaction,Trade Data
REC100352,TRDR1850,2025-07-05,FX,FX902,Watch,2098.39,1956.18,7.27,87,66,Scene listen security yourself blood them truth health treatment style by.,Neutral,Finance,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
REC100353,TRDR2735,2025-04-09,FX,FX103,Sell,2038.94,1589.69,28.26,91,122,Read yeah into senior and government nation image.,Neutral,Technology,Middle East,Enterprise,Trade Transaction,Trade Data
REC100354,TRDR3784,2025-09-19,ETF,ETF583,Sell,150.1,108.31,38.58,91,9,Like plan western prove without form source challenge property reduce even less.,Bullish,Industrials,South America,Enterprise,Trade Transaction,Trade Data
REC100355,TRDR2712,2024-12-17,FX,FX637,Buy,434.99,415.34,4.73,77,255,Protect personal huge one gas few unit key.,Bullish,Energy,South America,Enterprise,Trade Transaction,Trade Data
REC100356,TRDR5375,2025-09-25,Stock,STO770,Buy,2598.94,1859.71,39.75,65,236,Voice you fact direction expect build huge response structure.,Bullish,Healthcare,Middle East,Enterprise,Trade Transaction,Trade Data
REC100357,TRDR9649,2025-05-07,Bond,BON149,Buy,191.95,197.2,-2.66,54,124,Design choose service never teacher blood court effect business that toward conference commercial administration practice seek.,Bullish,Consumer Goods,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
REC100358,TRDR2486,2024-12-20,Bond,BON757,Hold,519.47,511.94,1.47,82,80,Director happy such herself difference stand director television compare nearly physical find consumer.,Bullish,Technology,Europe,Enterprise,Trade Transaction,Trade Data
REC100359,TRDR6759,2025-08-07,Options,OPT984,Watch,258.57,194.34,33.05,86,115,Car south themselves home action note leader time challenge music.,Bullish,Consumer Goods,South America,Enterprise,Trade Transaction,Trade Data
REC100360,TRDR1450,2025-03-16,Bond,BON275,Buy,2047.8,1862.31,9.96,59,344,Year school last join shake up threat.,Bearish,Healthcare,South America,Enterprise,Trade Transaction,Trade Data
REC100361,TRDR9828,2024-11-08,Options,OPT583,Sell,786.23,886.89,-11.35,100,66,Two consumer according late treatment exist wait like.,Bullish,Telecom,North America,Enterprise,Trade Transaction,Trade Data
REC100362,TRDR5946,2024-10-30,Derivative,DER893,Sell,1937.63,1445.99,34.0,72,138,Work day minute institution chair nation share.,Bullish,Healthcare,Europe,Enterprise,Trade Transaction,Trade Data
REC100363,TRDR9685,2024-12-03,Options,OPT506,Sell,820.32,700.11,17.17,55,289,Section side media want recognize full find language recognize how animal why back.,Neutral,Finance,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
REC100364,TRDR4776,2025-07-08,Derivative,DER562,Hold,2172.64,1953.99,11.19,78,49,Soon season teacher reach number past sound seat woman director pass.,Bullish,Finance,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
REC100365,TRDR4413,2024-11-11,Bond,BON723,Sell,712.08,545.82,30.46,81,133,Soon finally interesting think that sister information.,Neutral,Healthcare,Europe,Enterprise,Trade Transaction,Trade Data
REC100366,TRDR7301,2024-12-15,Futures,FUT102,Sell,825.0,682.95,20.8,75,236,Can section loss oil establish thing any car let never behind onto position nearly education.,Neutral,Finance,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
REC100367,TRDR3763,2025-08-27,Bond,BON549,Buy,1562.24,1710.17,-8.65,60,130,Federal generation will great management third change care dark outside.,Bullish,Finance,South America,Enterprise,Trade Transaction,Trade Data
REC100368,TRDR8666,2024-11-24,FX,FX295,Watch,254.41,251.19,1.28,98,240,Scientist whole spend sport program stand many response poor question.,Bullish,Healthcare,Middle East,Enterprise,Trade Transaction,Trade Data
REC100369,TRDR5456,2024-12-06,Bond,BON214,Watch,1243.56,1234.18,0.76,96,279,Way suggest none might trade wait newspaper business partner.,Bearish,Telecom,North America,Enterprise,Trade Transaction,Trade Data
REC100370,TRDR6337,2025-02-24,Derivative,DER940,Hold,689.43,791.08,-12.85,82,102,Whole training newspaper spend natural girl even state top born PM arm hand interesting economic.,Bearish,Industrials,North America,Enterprise,Trade Transaction,Trade Data
REC100371,TRDR8526,2025-04-15,Commodity,COM413,Buy,2294.2,1665.48,37.75,99,127,Whether Congress consumer argue better call heavy generation determine seem trip.,Neutral,Telecom,North America,Enterprise,Trade Transaction,Trade Data
REC100372,TRDR9066,2024-12-25,Bond,BON877,Sell,584.18,431.54,35.37,80,75,Guy along into respond key available of ago keep hit.,Neutral,Industrials,Europe,Enterprise,Trade Transaction,Trade Data
REC100373,TRDR9113,2025-06-06,Bond,BON713,Buy,1696.69,1695.16,0.09,95,354,Not believe anyone its police after so color opportunity state.,Neutral,Energy,North America,Enterprise,Trade Transaction,Trade Data
REC100374,TRDR9673,2025-08-13,Futures,FUT505,Sell,325.78,305.81,6.53,74,356,Seven good card investment perhaps center similar paper.,Bullish,Consumer Goods,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
REC100375,TRDR2493,2025-04-13,ETF,ETF263,Buy,712.64,813.15,-12.36,96,281,Friend brother rate back ever lay on imagine decide charge capital.,Neutral,Energy,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
REC100376,TRDR1392,2024-10-21,Futures,FUT117,Buy,849.24,816.11,4.06,85,180,Down Mrs executive not performance discuss pass law artist force reason this brother rule seven our him music water group.,Bullish,Telecom,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
REC100377,TRDR2526,2024-12-29,ETF,ETF418,Buy,1231.2,1175.26,4.76,66,223,Case light significant can choice news.,Neutral,Finance,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
REC100378,TRDR5639,2025-07-14,Commodity,COM102,Hold,1425.96,1634.52,-12.76,94,39,Fast reduce like stay moment bring.,Neutral,Telecom,Europe,Enterprise,Trade Transaction,Trade Data
REC100379,TRDR3392,2024-10-19,Commodity,COM419,Hold,664.62,524.98,26.6,79,111,Join prove laugh see might chair color lead building former job agreement type.,Neutral,Consumer Goods,Europe,Enterprise,Trade Transaction,Trade Data
REC100380,TRDR3061,2025-10-01,Futures,FUT414,Buy,495.37,355.18,39.47,52,283,Type environment now most finally matter but among store member.,Neutral,Technology,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
REC100381,TRDR4339,2025-03-09,Stock,STO124,Buy,1135.61,1293.4,-12.2,63,323,Watch protect woman boy by similar second everybody lose by name nation.,Bullish,Technology,North America,Enterprise,Trade Transaction,Trade Data
REC100382,TRDR8354,2024-12-07,Stock,STO619,Hold,1409.39,1470.87,-4.18,52,189,Response test size market since share throughout design while send memory friend wife today young today among.,Neutral,Healthcare,Middle East,Enterprise,Trade Transaction,Trade Data
REC100383,TRDR2881,2025-06-24,Futures,FUT145,Watch,242.79,262.19,-7.4,94,326,And serious but provide want wind certainly far.,Bearish,Industrials,Middle East,Enterprise,Trade Transaction,Trade Data
REC100384,TRDR9583,2024-12-27,Futures,FUT799,Sell,1870.18,1830.46,2.17,66,242,Scientist anything lay movement field direction pattern player article after.,Bearish,Industrials,North America,Enterprise,Trade Transaction,Trade Data
REC100385,TRDR4383,2024-12-05,Options,OPT194,Watch,797.7,804.94,-0.9,50,275,Son smile Congress campaign man above face writer use person almost age fire opportunity sport.,Neutral,Industrials,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
REC100386,TRDR5960,2025-03-05,Bond,BON474,Watch,1807.78,1726.79,4.69,72,160,Do senior very compare measure message these may yard.,Bullish,Energy,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
REC100387,TRDR7352,2024-10-26,Futures,FUT108,Sell,1993.68,1463.36,36.24,80,171,Gas range generation democratic to the single fund at recognize relate keep life magazine treat understand serve himself.,Bearish,Technology,South America,Enterprise,Trade Transaction,Trade Data
REC100388,TRDR5189,2025-08-02,Stock,STO178,Watch,77.72,55.69,39.56,76,169,Quite well lawyer of power successful treat.,Bullish,Finance,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
REC100389,TRDR8606,2025-04-13,Derivative,DER747,Sell,1413.77,1436.32,-1.57,60,143,Individual especially treat talk low scientist eat beat front.,Neutral,Industrials,South America,Enterprise,Trade Transaction,Trade Data
REC100390,TRDR6686,2024-11-11,Options,OPT907,Buy,332.8,365.79,-9.02,74,191,Grow international arrive feeling listen would feel grow sometimes in source weight then.,Bullish,Finance,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
REC100391,TRDR7977,2025-01-24,Futures,FUT491,Buy,791.62,872.98,-9.32,89,322,Nature word likely sea put.,Bullish,Healthcare,South America,Enterprise,Trade Transaction,Trade Data
