Business Domain,Domain Segment,Data Segment,Business Activity,Value Domain,Data Domain,Task,Transaction ID,Customer ID,Transaction Amount,Transaction Type,Account Type,Region,AML Risk Score,Status,Screened By,Transaction Date
Leverage Synergistic E-Services,Progressive regional hub,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,74e8702f-ae99-4a74-adec-f7eac9379280,5297,38838.78,Online,Savings,EMEA,69.58,Pending Investigation,John Simmons,2025-04-11
Re-Contextualize Out-Of-The-Box Users,Decentralized intangible open system,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,6a0540f4-fbbc-4aba-8375-32ce37e2077e,2133,84942.84,ATM,Current,EMEA,33.84,Reviewed,Cindy Miller,2025-09-26
Streamline End-To-End Users,Sharable leadingedge protocol,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,a1280d79-82bf-42df-aa0b-35fab97818a2,6813,96019.2,Online,Current,EMEA,36.45,Pending Investigation,Tyler Dawson,2025-05-10
Redefine Compelling E-Markets,Profound client-server throughput,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,4eaccd69-d32d-4d77-923c-d2feb21aa385,4680,21913.35,ATM,Current,APAC,63.05,Pending Investigation,Christopher Daniel,2025-01-10
Brand Cross-Media Web Services,Public-key next generation adapter,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,e79596b8-deb9-48a2-947f-672eb15f7594,6843,88697.92,ATM,Current,Americas,9.28,Cleared,Renee Smith,2025-06-01
Morph Compelling Convergence,Profound neutral monitoring,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,e17951dd-f74c-41cf-841e-8ab1ada26d02,8001,95955.49,POS,Corporate,Americas,78.17,Cleared,Deborah Hinton,2025-07-01
Streamline World-Class Platforms,Open-source even-keeled info-mediaries,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,7ee84603-3b0d-4ced-8dbb-13d2e07447ce,3905,21220.97,ATM,Savings,APAC,22.31,Cleared,Louis Rivera,2025-09-30
Incentivize End-To-End Convergence,Digitized regional leverage,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,98ff418d-95cb-4eb2-b828-d1b3a42f86dc,8505,49369.08,Wire Transfer,Corporate,Americas,40.25,Reviewed,Raymond Carpenter,2025-01-02
Orchestrate Wireless E-Markets,Switchable system-worthy synergy,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,eea2e782-6475-40fc-9ceb-ef3b37b9b601,5940,4151.88,Wire Transfer,Current,APAC,75.18,Flagged,Daniel Wyatt,2025-10-11
Envisioneer Global E-Business,Synergized explicit frame,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,b6491998-83d6-497d-b911-842a33199e6a,1178,79243.31,Online,Corporate,APAC,83.84,Pending Investigation,Austin Edwards,2025-09-05
Whiteboard End-To-End Convergence,Reverse-engineered 5thgeneration interface,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,39eaad25-2945-4de0-9b04-c20312fcb116,7938,46858.78,Online,Savings,Americas,93.99,Reviewed,Antonio Hampton,2025-01-01
Brand Proactive Deliverables,Exclusive well-modulated moratorium,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,01d654ab-1b75-4521-99be-1a89b32ff963,7411,21765.53,ATM,Savings,EMEA,65.52,Cleared,Michelle Cooper,2025-06-16
Extend Cross-Media Channels,Operative local installation,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,9826e331-35a0-4988-828f-a1912348350e,5138,83568.46,Wire Transfer,Current,APAC,4.22,Pending Investigation,Julie Taylor,2025-02-18
Visualize Wireless Eyeballs,Digitized exuding analyzer,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,0894b5d0-0faf-461b-a59f-266885ff1107,6059,64674.7,POS,Corporate,APAC,7.79,Cleared,Michael Cruz,2025-08-07
Leverage Ubiquitous Interfaces,Decentralized dynamic initiative,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,7c24229f-1957-4bc1-9247-be9308b69b30,6578,60602.79,ATM,Corporate,Americas,34.15,Flagged,Michael Jones,2025-03-14
Cultivate Cross-Platform Technologies,Multi-channeled holistic monitoring,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,22560a5d-9321-4faf-a1f7-0c7b635207a8,2075,3135.12,Online,Savings,APAC,26.63,Cleared,Sara Bowers,2025-10-16
Aggregate Compelling Web-Readiness,Face-to-face responsive parallelism,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,d61f71b3-540c-41a4-915c-004235dc33c7,7055,66725.48,ATM,Corporate,APAC,10.61,Reviewed,Amber Morales,2025-01-31
Synthesize Proactive Schemas,Reverse-engineered asynchronous access,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,7b8699b7-50bd-4993-9d57-c47f1feec5fb,2611,79988.4,ATM,Corporate,Americas,49.1,Pending Investigation,Cindy Williams,2025-04-30
Iterate Back-End Supply-Chains,Programmable secondary moratorium,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,31806fbb-feec-42e3-a161-c6acd6d03a8b,2114,25504.44,Online,Corporate,APAC,1.96,Pending Investigation,Taylor Owen,2025-05-22
Incentivize Interactive Paradigms,Optimized actuating help-desk,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,ecd95e76-8900-40f2-bb9a-0af097b5e9c1,1440,75839.42,ATM,Corporate,Americas,39.84,Flagged,Lucas Richardson,2025-06-14
Repurpose Viral Portals,Right-sized 4thgeneration solution,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,a1e13795-ae60-4e02-a746-d181f41da7c4,7945,82720.19,ATM,Corporate,Americas,98.87,Reviewed,Angela Koch,2025-05-29
Seize Visionary E-Services,Intuitive multimedia matrices,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,a96eaaa8-7ce6-423c-b5b3-a00f0ec38827,9557,80202.81,Online,Corporate,EMEA,35.73,Flagged,Keith Evans,2025-03-31
Transition User-Centric Web-Readiness,User-centric multi-tasking concept,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,da8049af-fe25-498b-b8fc-36547305d09b,4896,18007.26,POS,Corporate,Americas,1.61,Reviewed,Jennifer Bennett,2025-05-02
Engage Innovative Solutions,Customer-focused mission-critical installation,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,5f23857b-baff-4e38-8a4c-b67c0a3405b9,4569,90342.21,Online,Savings,APAC,54.25,Cleared,Amy Pennington,2025-06-24
Visualize Efficient Vortals,Configurable empowering superstructure,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,cffb575d-8c37-4bb5-bace-17a17a8f2e4a,5762,37108.01,ATM,Savings,APAC,5.47,Pending Investigation,Evelyn Pierce,2025-02-10
Incentivize Efficient Models,Operative 24hour flexibility,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,512ed612-a402-44ce-84f9-2dd675850b94,4277,36158.24,ATM,Corporate,APAC,90.59,Cleared,Chelsea Anderson,2025-03-06
Target Distributed Convergence,Enhanced non-volatile workforce,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,86fd6d98-fb26-414a-9f18-d7b430fc4afc,2709,26585.44,ATM,Current,EMEA,10.45,Reviewed,Kent Miller,2025-06-19
Innovate 24/365 Schemas,Customer-focused executive hierarchy,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,54839fa0-9fe0-4f05-93eb-2e91d370c175,6549,33466.84,Online,Corporate,Americas,18.46,Reviewed,Anthony Johnson,2025-04-07
Transition Enterprise Partnerships,Networked multi-state installation,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,296fdeaf-1db4-458a-b354-09e9ebed0e38,5933,63644.03,Wire Transfer,Corporate,APAC,39.04,Pending Investigation,Laura Schwartz,2025-08-09
Utilize Out-Of-The-Box Paradigms,Fully-configurable context-sensitive array,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,fea7e8b7-d820-41b1-9477-35f8ee5c8ffe,2239,71967.44,Online,Corporate,Americas,50.69,Reviewed,Joshua Ward,2025-06-27
Implement Impactful Markets,Multi-channeled transitional protocol,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,382b9f2b-a098-47d8-a728-f63e1c936be0,8990,20853.79,Online,Current,Americas,34.12,Flagged,Michael Floyd,2025-03-16
Monetize Open-Source Convergence,User-friendly solution-oriented product,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,7fc282b9-cfc5-4825-b3d1-8436dd07e254,4821,40346.73,Wire Transfer,Current,Americas,61.52,Reviewed,Megan Fowler,2025-04-20
Deliver Customized Metrics,Assimilated incremental infrastructure,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,d89e3e60-c365-4b0f-bc21-d40e1bf9168c,4830,13194.83,POS,Current,APAC,59.2,Cleared,Kathleen Ryan,2025-07-26
Aggregate Visionary Methodologies,Multi-tiered system-worthy access,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,a971f85b-f779-4482-9905-1f9edfb65914,1049,70534.47,Online,Savings,Americas,97.53,Flagged,Molly Ramos,2025-02-04
Strategize Interactive Initiatives,Seamless interactive throughput,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,91463bf2-45da-41a9-9102-a6e0503af749,3188,5125.86,Wire Transfer,Corporate,APAC,71.43,Flagged,Mary Jordan,2025-04-03
Grow Open-Source Metrics,Universal homogeneous installation,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,bbba5b78-6992-4b87-abbe-4d27817aa7bb,2914,81995.28,ATM,Current,Americas,82.09,Reviewed,Zachary Graves,2025-05-16
Synergize World-Class Methodologies,Decentralized multimedia matrix,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,236f94d5-2160-400f-941f-cfac13f8a9db,1548,54716.63,Online,Savings,Americas,19.85,Flagged,Leslie Ferguson,2025-04-04
Facilitate Seamless Synergies,Upgradable regional model,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,b80384e7-41a4-4723-9a51-bbf1d108b541,7979,58538.53,Wire Transfer,Corporate,APAC,47.78,Pending Investigation,Melissa Brown,2025-04-15
Optimize Intuitive Solutions,Exclusive zero administration projection,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,412ed3e5-2a6b-4d59-9853-e3e1e6a1bd82,5239,60330.57,ATM,Corporate,Americas,18.14,Flagged,Michael Anderson,2025-07-16
Syndicate Web-Enabled Models,Organized client-driven database,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,08d84a0b-d97a-45f3-9cf4-4f9965d7f83d,2042,99394.87,Wire Transfer,Current,EMEA,96.57,Pending Investigation,Kristina Alexander,2025-01-25
Revolutionize Transparent Vortals,Expanded human-resource leverage,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,d2b32fe0-363a-4b39-bae6-a03e8538b88e,9520,47316.39,ATM,Corporate,Americas,11.57,Pending Investigation,Tyler Aguirre,2025-06-24
Streamline Innovative Models,Secured tangible contingency,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,420c654a-4958-44d4-841e-773da5c41304,2808,11468.71,ATM,Corporate,Americas,64.07,Reviewed,Grant Gray,2025-07-25
Monetize Integrated Content,Ameliorated asynchronous initiative,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,fe4e1ae6-c65d-4d61-909e-684f6224387f,3772,60088.49,Wire Transfer,Savings,EMEA,29.47,Pending Investigation,Carlos Glover Jr.,2025-07-04
Exploit Ubiquitous Info-Mediaries,Stand-alone demand-driven analyzer,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,66815861-c71c-40a4-9963-bbeefafe2a60,3316,28299.14,Online,Savings,Americas,12.3,Cleared,Kristy Deleon,2025-02-25
Productize E-Business E-Business,Front-line reciprocal info-mediaries,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,3b95f029-d75e-4675-bef9-bfa9a3219f25,2491,50788.74,Online,Savings,APAC,96.92,Pending Investigation,Matthew Matthews DDS,2025-08-10
Generate Scalable Niches,Customizable object-oriented array,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,b8ec6b85-6c33-4ff0-a176-6b2e66debf5e,6754,63085.31,Wire Transfer,Current,Americas,85.57,Reviewed,Allison Harris,2025-06-15
Redefine One-To-One Relationships,Optimized optimal superstructure,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,e2c4d665-91cf-4fbf-aefa-ec0adef439b3,6286,80079.82,Online,Current,APAC,62.78,Reviewed,Jennifer Fleming,2025-03-05
Iterate Cross-Media Niches,Open-source upward-trending task-force,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,feb3f639-a2dd-425f-83d8-0fd05146f570,7116,92887.53,Online,Current,EMEA,73.53,Cleared,Scott Mckee,2025-06-18
Drive Revolutionary Channels,Mandatory multi-tasking interface,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,7e5d3853-8d66-404c-9030-725516d3b062,9007,39637.81,ATM,Current,Americas,62.75,Pending Investigation,Amber Harrell,2025-08-19
Re-Intermediate Ubiquitous Partnerships,Self-enabling systematic support,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,26a9ebb0-a619-45d4-ae9e-6320ba1be786,9287,4608.04,ATM,Corporate,APAC,70.63,Cleared,Raymond Knapp,2025-02-05
Synergize Robust Roi,Balanced mission-critical matrices,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,bf3f0fd2-d042-436a-8b64-2a94653f317c,4176,49295.27,ATM,Savings,EMEA,73.77,Reviewed,Jennifer Smith,2025-03-16
Productize Frictionless E-Services,Synergized leadingedge middleware,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,fd08966e-c6e5-4ac0-81cd-c05463c83646,4116,81069.23,ATM,Savings,EMEA,23.1,Cleared,Jose Ellis,2025-02-27
Visualize Scalable Deliverables,Advanced foreground initiative,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,3fd88cbf-5615-4bd4-bc80-24bf1413b344,7325,801.3,POS,Savings,Americas,66.76,Cleared,Scott Reyes,2025-08-14
Incubate Magnetic E-Commerce,Distributed multi-tasking service-desk,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,659891f2-af42-4da3-b3ca-cc14ea24a0c3,1844,9498.98,Online,Current,APAC,85.59,Reviewed,Dawn Garza,2025-02-28
Enable Holistic E-Markets,Upgradable methodical alliance,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,c9531a0b-7313-4825-840a-6fe77fb8b801,5679,16856.4,POS,Savings,EMEA,21.47,Pending Investigation,Shannon Stevens,2025-02-19
Seize Out-Of-The-Box Applications,Object-based analyzing superstructure,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,0aebddef-2a26-4740-a91e-201e5b12acc5,1401,30210.63,POS,Corporate,Americas,50.37,Flagged,Nicholas Parker,2025-08-25
Re-Intermediate Cross-Media Web Services,Pre-emptive motivating matrix,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,1363887e-21d3-439e-b8f2-64802130604b,9276,93783.92,Wire Transfer,Corporate,Americas,19.43,Flagged,Jimmy Thomas,2025-06-10
Empower Collaborative Paradigms,Stand-alone local architecture,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,89109125-a57b-464a-9da1-e46bdfcdbb06,6054,12729.75,Wire Transfer,Corporate,APAC,4.5,Flagged,James Johnson,2025-08-23
Architect Web-Enabled Roi,Object-based content-based open architecture,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,b2763ab3-d8be-4111-aa2a-805bac35b958,3821,68358.93,ATM,Current,APAC,67.2,Reviewed,Dana Brown,2025-08-05
Implement Viral Eyeballs,Progressive 3rdgeneration parallelism,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,7b2fb649-49eb-4333-987e-44cbcb8a2267,9585,2573.98,ATM,Savings,APAC,59.6,Flagged,Heather Acosta,2025-01-15
Orchestrate B2C Metrics,Team-oriented mission-critical hierarchy,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,43a70136-0469-4916-a79b-b0e5f072ffea,8611,80290.41,ATM,Savings,APAC,24.73,Pending Investigation,Alan Braun,2025-07-19
Benchmark B2C Mindshare,Fully-configurable non-volatile database,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,6a7be2a9-acd0-45c3-a56f-d53ce6b1d3b8,8597,27454.69,Wire Transfer,Savings,APAC,81.49,Flagged,Sergio Mcdowell,2025-07-24
Visualize B2C E-Services,Universal bi-directional knowledge user,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,48f8316e-5abd-4f62-8b34-8711c80fc3d9,1437,28222.84,ATM,Current,EMEA,78.76,Reviewed,Mr. Derek Ward,2025-09-26
Optimize Integrated Architectures,Extended coherent benchmark,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,050bbadc-f652-4122-80bb-b5fca87b9058,2889,4934.23,POS,Current,APAC,40.66,Cleared,Rebecca Fleming,2025-09-19
Visualize Bricks-And-Clicks Supply-Chains,Universal cohesive throughput,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,a665e46c-3d7f-48c8-86c1-56166ed2670e,8717,61949.31,POS,Current,EMEA,17.71,Pending Investigation,Aaron Collins,2025-04-05
Transform Sticky Schemas,Decentralized tertiary database,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,5b64a14e-1434-4415-91d9-7d82c61916af,1906,65740.59,Wire Transfer,Savings,EMEA,68.13,Cleared,Jamie Dixon,2025-05-26
Harness Rich Web-Readiness,Cross-group asymmetric attitude,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,d3073806-f960-44ba-aa89-a89a11d7a092,4282,34876.4,Online,Corporate,APAC,82.15,Flagged,Jacqueline Nunez,2025-07-03
Incubate Cross-Media Vortals,Decentralized cohesive leverage,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,ed837a9a-81ff-446b-8b62-bf31db90fe6f,8653,72291.28,POS,Current,EMEA,67.73,Reviewed,Jasmine Simpson,2025-01-28
Utilize B2B Web-Readiness,Configurable analyzing open architecture,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,2fd29d8e-1037-4566-8eac-154eae1db26f,2788,61005.23,POS,Corporate,Americas,82.44,Reviewed,Peter Parker,2025-07-26
Incubate Front-End Web-Readiness,Managed explicit array,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,a4457825-7e15-4343-8a05-0d481aecf6f3,9824,708.51,ATM,Corporate,EMEA,12.48,Cleared,Martin Chang,2025-06-23
Matrix Cross-Media Functionalities,Adaptive motivating Internet solution,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,6cabd92d-44e8-4fe7-9593-51113198a631,5128,6877.66,ATM,Corporate,APAC,83.03,Pending Investigation,Dominique Carson,2025-02-14
Exploit Vertical Metrics,Virtual foreground secured line,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,2ff975dc-ee3a-4df7-be4d-8f1b0eb18bc6,6990,81288.31,ATM,Current,Americas,52.36,Cleared,Sandra Phillips,2025-09-02
Maximize Impactful Info-Mediaries,Grass-roots directional time-frame,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,9d76a2a9-9417-443b-8b2e-2847980dd613,2684,49476.41,Online,Savings,EMEA,41.44,Pending Investigation,Kristen Johnson,2025-01-17
Whiteboard 24/7 Mindshare,Exclusive intangible task-force,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,3e461834-25f2-4c1b-9014-066ebf3b4838,7360,62044.97,Wire Transfer,Savings,APAC,58.63,Cleared,Matthew Daniels,2025-08-05
Cultivate Extensible Architectures,Down-sized foreground contingency,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,d1ddb8ef-a157-4139-83e1-f90021ae42bf,1547,52014.86,ATM,Savings,EMEA,79.29,Reviewed,Andre Marshall,2025-08-14
Seize Virtual E-Tailers,Synergistic bi-directional Graphical User Interface,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,fc798272-0efd-47aa-988c-96eaf1e87ae8,4368,29948.31,ATM,Current,APAC,69.23,Cleared,John Meadows,2025-05-10
Deploy E-Business Technologies,Upgradable optimizing hardware,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,918fb3a2-f7a4-40c3-a541-8a9a35b160a6,3734,89301.13,Online,Corporate,Americas,18.58,Cleared,Elizabeth Vega,2025-10-15
Incubate Impactful Deliverables,Total encompassing conglomeration,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,a09674c6-ee1a-4009-a144-2f1e3f5f980a,6437,65013.46,ATM,Corporate,APAC,45.58,Pending Investigation,Matthew Ross,2025-09-03
Revolutionize User-Centric Architectures,De-engineered secondary solution,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,1c3d089c-bb6d-4727-86a9-d944141be028,3089,6327.03,POS,Current,Americas,89.02,Pending Investigation,Emily Greene,2025-01-27
Evolve User-Centric Architectures,Compatible value-added conglomeration,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,06b211a7-49d8-424c-a357-0273449c7306,7622,17398.99,Wire Transfer,Current,Americas,20.67,Pending Investigation,Deborah Nunez,2025-02-23
Iterate Out-Of-The-Box Metrics,Monitored national Local Area Network,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,99051261-8436-4cfc-bc4a-b9de7ab60447,4471,36071.31,Wire Transfer,Savings,Americas,73.95,Reviewed,Garrett Weaver,2025-08-30
Morph Holistic Synergies,Total 6thgeneration firmware,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,fd8a37a3-e8cf-4c8f-9de2-5291a453a90d,7914,73541.74,POS,Current,EMEA,67.62,Reviewed,Monica Prince,2025-02-24
Exploit User-Centric Communities,Secured grid-enabled process improvement,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,7fbd3d5d-d974-4222-978f-a830beb803f1,1762,68657.08,Wire Transfer,Savings,APAC,37.94,Flagged,Hannah Atkins,2025-09-16
Embrace Viral Models,Business-focused incremental help-desk,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,3ad202ab-3fc6-4ad9-b557-25e3a94798c1,1677,1105.46,POS,Current,APAC,7.69,Pending Investigation,Joshua Harris,2025-01-21
Extend Turn-Key Niches,Re-contextualized multimedia framework,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,a2fa8745-590f-48a8-8790-86f03eaf0af4,4911,77045.17,Online,Corporate,APAC,53.04,Reviewed,Leslie Savage,2025-10-15
Mesh Wireless Eyeballs,Synchronized asymmetric groupware,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,3fae78d8-2198-47e5-add2-aad3ccba57d9,9618,78474.87,Wire Transfer,Corporate,Americas,79.91,Flagged,Lynn Browning,2025-05-21
Utilize Open-Source E-Business,Compatible foreground methodology,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,9dc8e91c-ba90-4411-8f61-10cdd5bccfc9,4314,36451.97,Online,Current,Americas,78.05,Reviewed,Rebecca Lowe,2025-09-27
Empower Seamless Markets,Profound content-based contingency,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,3cee8981-8534-4877-a686-7bbeb33dbfab,4706,34977.76,ATM,Current,Americas,5.41,Reviewed,Zachary Harris,2025-03-19
Brand Global Users,Implemented intangible paradigm,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,d7690f05-ec84-40bb-b0ca-973465f4cfcc,3777,4020.9,ATM,Current,EMEA,49.48,Cleared,Mark Morton,2025-03-07
Extend Efficient Paradigms,Future-proofed disintermediate hub,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,bd38daf7-cc7d-42ac-bf5f-98ee5ae20232,9251,3362.16,ATM,Corporate,EMEA,17.85,Pending Investigation,Joshua Jarvis,2025-06-11
Architect Bleeding-Edge Action-Items,Programmable well-modulated toolset,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,3a807287-bcb7-4a91-bfba-e807eaa9190d,6009,9698.9,POS,Current,Americas,6.74,Cleared,Virginia Lee,2025-01-09
Implement Compelling Platforms,Expanded discrete throughput,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,551e017d-b3f3-44f9-a1e9-43ab528090ed,3743,14884.41,ATM,Savings,APAC,68.71,Pending Investigation,Daniel Greene,2025-01-13
Morph Killer Functionalities,Pre-emptive needs-based analyzer,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,9db9c753-6540-4a99-9792-480d39b0ea8b,4083,46328.29,POS,Current,Americas,83.15,Cleared,Lisa Martinez,2025-09-19
